NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"REPARACIÓN DE LA GRÚA 
HIAB 166-E5 HIPRO MONTADA 
SOBRE EL CAMIÓN 
MATRÍCULA 2123 FWM","14.089,32 €","11.644,07 €","ABASTUR HIDRAULICA, SLU",,1 MES,SERVICIOS,
,"Reparación vehículo matrícula 
1115 KFN","433,64 €","358,38 €",Abelardo Automocion,,15 días,Servicios,
,"Reparación vehículo matrícula 
2266 GPY","421,96 €","348,73 €",Abelardo Automocion,,15 días,Servicios,
,"Reparación vehículo matrícula 
2266 GPY","559,61 €","462,49 €",Abelardo de Anton Freitas,,15 días,Servicios,
,"Reparación vehículo matrícula 
3775 LCS","158,33 €","130,85 €",Abelardo de Anton Freitas,,15 días,Servicios,
,"Reparación vehículo matrícula 
3775 LCS","254,63 €","210,44 €",Abelardo de Anton Freitas,,15 días,Servicios,
,"Reparación vehículo matrícula 
5052 GZF","121,31 €","100,26 €",Abelardo de Anton Freitas,,15 días,Servicios,
,Reparación vehículo 4459LVP,"202,82 €","167,62 €",Abelardo de Antón Freitas,,15 días,Servicios,
,Reparación vehículo 3421KSL,"463,58 €","383,12 €",Abelardo de Anton Freitas,,15 días,Servicios,
,Reparación vehículo4459LVP,"995,44 €","822,68 €",Abelardo de Antón Freitas,,15 días,Servicios,
,"ADQUISICIÓN DE MATERIAL DE 
FERRETERÍA PARA 
MANTENIMIENTO DE LAS 
ESTACIONES DE AFOROS DE LA 
RED DE CARRETERAS DE 
TITULARIDAD DEL PRINCIPADO 
DE ASTURIAS.AÑO 2024.","3.073,01 €","2.539,68 €",ALMACENES DELCA S.A.,,1 MES,SUMINISTRO,
,"REVISIÓN OBLIGATORIA POR 
ORGANISMO DE CONTROL 
AUTORIZADO DEL 
TRANSFORMADOR ELÉCTRICO 
DE ALTA TENSIÓN DEL 
LABORATORIO DE MATERIALES","377,52 €","312,00 €","APPLUS ORGANISMO DE 
CONTROL, S.L.U.",,4 MESES,SERVICIOS,
,"SERVICIO DE GESTIÓN, 
RECOGIDA, TRANSPORTE Y 
ELIMINACIÓN DE LOS 
RESIDUOS CONTAMINANTES 
GENERADOS EN EL PARQUE DE 
MAQUINARIA DE OVIEDO 
ADSCRITO AL SERVICIO DE 
CONSERVACIÓN Y 
EXPLOTACIÓN DE CARRETERAS","844,80 €","768,00 €","AREA DE GESTIÓN 
AMBIENTAL S.L",,12 MESES,SERVICIOS,
,"Trabajos de reparación, 
sustitución lámparas y otras 
tareas imprevistas que se 
produzcan en tres ascensores 
(P.N.Fuentes Narcea,Degaña e 
Ibias; P.N. Ponga; P.N. Redes)","1.815,00 €","1.500,00 €",Ascensores TRESA S.A.,,Año 2024,Servicios,
,"PROYECTO DE REPARACIÓN DE 
ESTACIONES DE AFORO 
SITUADAS EN LA REDCAPA","41.382,00 €","34.200,00 €",ASFALTOS ARLOS S.L.,,2 MESES,OBRAS,
,"SUMINISTRO DE CUCHILLAS DE 
EQUIPOS DE CORTE PARA LOS 
TRACTORES DESBROZADORES 
ADSCRITOS AL SERVICIO DE 
CONSERVACIÓN Y 
EXPLOTACIÓN DE CARRETERAS","17.908,00 €","14.800,00 €",ASTURCERES S.L,,6 MESES,SUMINISTRO,
,"SUMINISTRO DE REPUESTOS Y 
COMPONENTES PARA LA 
REPARACIÓN DE LOS 
TRACTORES ADSCRITOS AL 
SERVICIO DE CONSERVACIÓN Y 
EXPLOTACIÓN DE CARRETERAS","18.029,00 €","14.900,00 €",ASTURCERES S.L,,5 MESES,SUMINISTRO,
,"CALIBRACIÓN DE PRENSAS DE 
ENSAYO DEL LABORATORIO DE 
MATERIALES","1.349,15 €","1.115,00 €","ATME MENÉNDEZ S.L. 
(ATME METROLOGIA)",,6 MESES,SERVICIOS,
,"SUMINISTRO DE PIEZAS DE 
RECAMBIO PARA LOS 
VEHÍCULOS TODOTERRENO, 
ADSCRITOS AL PARQUE DE 
MAQUINARIA DEL PRINCIPADO 
DE ASTURIAS, 
PERTENECIENTES AL SERVICIO 
DE CONSERVACIÓN Y 
EXPLOTACIÓN DE 
CARRETERAS.PLURIANUAL","18.029,00 €","14.900,00 €","AUTO RECAMBIOS ARAMO 
S.L",,12 MESES,SUMINISTRO,
,Reparación vehículo8302LPP,"288,00 €","238,02 €","Auto Ruedas Riestra, S.L.",,15 días,Servicios,
,Reparación vehículo 8885LPP,"245,00 €","202,48 €","Auto Ruedas Riestra, S.L.",,15 días,Servicios,
,Reparación vehículo 4428LVP,"366,30 €","302,73 €","Autos Narcea, S.L.",,15 días,Servicios,
,Reparación vehículo 4428LVP,"124,63 €","103,00 €","Autos Narcea, S.L.",,15 días,Servicios,
