NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,ADECUACION DE ACCESOS E ITINERARIOS EN EL IES ELISA Y LUS VILLAMIL DE VEGADEO,"45.859,00 €",,ASFALTOS BALDA S.L.,,6 SEMANAS,,
,"CERTIFICACION FINAL DE LA OBRA DE ADECUACION DE ACCESOS E ITINERARIOS EN EL IES 
ELISA Y LUIS VILLAMIL DE VEGADEO","2.534,24 €",,ASFALTOS BALDA S.L.,,6 SEMANAS,,
,"PRESTACIÓN DEL SERVICIO DE ASISTENCIA EN SALA EN LA REUNIÓN CON LOS EQUPOS 
DIRECTIVOS CELEBRADA EN EL AUDITORIO PRÍNCIPE FELIPE DE ASTURIAS DE OVIEDO CON 
MOTIVO DEL INICIO DEL CURSO ESCOLAR 2023‐2024","122,40 €",,AZVASE S.L.,,6 HORAS,,
,SUMINISTRO DE SETENCIENTAS BOTELLAS DE AGUA MINERAL NATURAL,"147,49 €",,BEBIDAS Y ALIMENTACIÓN ASTURIAS SLU,,1 DÍA,,
,"SERVICIO DE PÓLIZAS DE SEGUROS DE RESPONSABILIDAD CIVIL PARA EL ALUMNADO QUE 
REALIZA PRÁCTICAS DE FORMACIÓN EN EMPRESAS, ASÍ COMO PARA EL PROFESORADO QUE 
REALIZA ESTANCIAS FORMATIVAS EN EMPRESAS","14.338,52 €",,"CAJA DE SEGUROS REUNIDOS, COMPAÑÍA DE 
SEGUROS REUNIDOS Y REASEGUROS, S.A. (CASER)",,"1 DE SEPTIEMBRE DE 
2023 A 31 DE 
AGOSTO DE 2024",,
,"REVISION Y ACTUALIZACION PRESUPUESTARIA DEL PROYECTO BASICO Y DE EJECUCION DE 
CUBIERTA DE PISTA DEPORTIVA EN EL IES CARREÑO MIRANDA DE AVILES","2.014,00 €",,CARLOS IGNACIO MARQUES RODRIGUEZ,,1 MES,,
,"REDACCION DE INFORME DE REVISION Y CERTIFICACION DE APUNTALAMIENTO EN EL CP LA 
ESCUELONA DE GIJON","2.539,79 €",,CENTRO DE ANALISIS Y DISEÑO DE ESTRUCTURAS SA,,1 MES,,
,"LIQUIDACION DE OBRA DE SUSTITUCIN PARCIAL DE VENTANAS Y CIERRE LATERAL DE 
CUBIERTA PATIO EN EL CP VALDELLERA DE LLANES","3.630,64 €",,CERRAJERIA SANDALIO S.L.,,1 MES Y MEDIO,,
,OBRA DE REFORMA DEL PATIO (FASE II) EN LA E.E.I.PEÑA CARESES DE SIERO,"37.946,00 €",,CONSTRUCCIONES Y PROMOCIONES BALUIS S.L.,,1 MES,,
,"LIQUIDACION FINAL DE LA OBRA DE REFORMA DE PATIOS (FASE II) EN LA EEI PEÑA CARESES 
DE SIERO","3.794,60 €",,CONSTRUCCIONES Y PROMOCIONES BALUIS S.L.,,1 MES,,
,"OBRAS DE LEVANTADO PARCIAL Y FIJACION DE CHAPAS DE CUBIERTA, TAPIADO DE 
VENTANAS Y CERRAMIENTO DE LA ANTIGUA SEDE DE LA ESAPA, VALLINIELLO, AVILES","33.539,99 €",,CONSTRUCCIONES Y PROMOCIONES BALUIS S.L.,,6 SEMANAS,,
,OBRAS DE SUSTITUCIONES DE ACCESOS EN EL CP PLACIDO BELTRAN DE LANGREO,"4.011,15 €",,CONSTRUCCIONES Y PROMOCIONES BALUIS S.L.,,6 SEMANAS,,
,OBRA DE REFORMA DE ESPACIOS INTERIORES EN EL IES SANCHEZ LASTRA DE MIERES,"23.067,52 €",,CONSTRUCCIONES Y PROMOCIONES BALUIS S.L.,,6 SEMANAS,,
,OBRAS DE ACTUACIONES DE ACCESIBILIDAD EN EL CP VILLAYON,"18.780,24 €",,CONSTRUCCIONES Y PROMOCIONES BALUIS S.L.,,8 SEMANAS,,
,OBRAS DE ACCESIBILIDAD EN ACCESO AL CENTRO EN  EL I.E.S. INFIESTO DE PILOÑA,"30.794,50 €",,CONTRATAS ELCE S.L.,,2 MESES,,
,OBRA DE ADECUACION DE AULAS EN EL CRA PICOS DE EUROPA DE CANGAS DE ONIS,"42.562,32 €",,EDIFICACIONES ASTURIANAS DEL NORTE S.L.,,40 DIAS HABILES,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRA DE REFORMA EN EDUCACION 
INFANTIL EN EL CP CONDADO DE NOREÑA","605,00 €",,ERIKA KOHL PEREZ,,45 DIAS NATURALES,,
,ACOMPAÑANTES DE TRANSPORTE ESCOLAR,"2.148,30 €",,"EXTERNA SERVICIOS, S.L.",,4 MESES,,
,"REVISIÓN, MAQUETACIÓN Y DIGITALIZACIÓN DE LA TRADUCCIÓN A LA LENGUA ASTURIANA 
DEL CURRÍCULO DE LA MATERIA LENGUA ASTURIANA Y LITERATURA DE LA EDUCACIÓN 
PRIMARIA Y DE LA EDUCACIÓN SECUNDARIA OBLIGATORIA
CORRESPONDIENTE AL DESARROLLO DE LA LOMLOE Y REALIZACIÓN DE UN PDF NAVEGABLE.","572,00 €",,"GONZÁLEZ TEJO, JOSÉ ANTONIO (NIF: 09354305‐K)",,"DESDE 21/11/2023
HASTA 15/12/2023",,
,"IMPRESIÓN Y SUMINISTRO DE TRESCIENTAS DOS POSTALES NAVIADEÑAS PARA LA 
CONSEJERÍA DE EDUCACIÓN DEL PRINCIPADO DE ASTURIAS","101,64 €",,GRÁFICAS CANO (IMPRIMIMOS S.L.),,2 DÍAS,,
,"CERTIFICACION FINAL DE LA OBRA DE EXTRACCION DE CABINAS DE SOLDADURA EN EL IES 
CARMEN Y SEVERO OCHOA DE LUARCA, VALDES","896,46 €",,HIERROS Y METALES GARCIA VALENCIA,,2 MESES,,
,CONTRATO DE AUXILIARES DE SERVICIOS,"3.949,09 €",,"ILUNION CEE OUTSOURCING, S.A.",,1 MES,,
,SERVICIO DE ASISTENCIA TÉCNICA PARA EL TRATAMIENTO DOCUMENTAL,"4.222,90 €",,INGENIERIA SIGLO XXI,,2 MESES,,
,"PROYECTO DE SEGURIDAD Y SALUD PARA LAS OBRAS DE ACTUACIONES VARIAS EN EL 
POLIDEPORTIVO DEL CP SAN FELIX DE CANDAS, CARREÑO","6.655,00 €",,JOSE RAMON GARCIA‐CONDE NORIEGA,,3 MESES,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS DE ADECUACION DE AULA EN EL CRA 
PICOS DE EUROPA, MESTAS DE CON, CANGAS DE ONIS","1.064,80 €",,LUIS MORIYON CORTINA,,40 DIAS HABILES,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS  DE ACCESIBILIDAD EN ACCESO AL 
CENTRO EN EL I.E.S. INFIESTO DE PILOÑA","701,80 €",,LUIS MORIYON CORTINA,,2 MESES,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS DE SUSTITUCION PARCIAL DE 
VENTANAS Y CIERRES PATIO EN EL CP VALDELLERA DE LLANES","653,40 €",,LUIS MORIYON CORTINA,,1 MES Y MEDIO,,
,"COORDINACION DE SEGURIDAD Y SALUD DE OBRAS VARIAS EN COCINA EN EL CP 
MARTIMPORRA DE BIMENES","592,90 €",,LUIS MORIYON CORTINA,,15 DIAS HABILES,,
,"ASISTENCIA TECNICA A LA DIRECCION DE EJECUCION Y COORDINACION DE SEGURIDAD Y 
SALUD DE LAS OBRAS DE INSTALACION DEL CENTRO DE INNOVACION EN FP EN LA ANTIGUA 
UNIVERSIDAD LABORAL DE GIJON","9.827,78 €",,MACARIO LUIS GONZALEZ ASTORGA,,8 MESES,,
,REDACCION INFORME CALDERA EN EL CP BERNARDO GURDIEL DE GRADO,"302,50 €",,MANTEGAS SLU,,1 SEMANA,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS DE REFORMA DE CUBIERTA DEL CP 
SALVADOR VEGA BERROS DE SARIEGO","1.960,20 €",,MIGUEL DIAZ‐NEGRETE PALACIO,,4 MESES,,
,"COORDINACION DE SEGURIDAD YSALUD DE LAS OBRAS DE REFORMA DE ASEO ADAPTADO 
ALUMNADO UCRANIANO EN EL CEE SANTULLANO DE MIERES","543,29 €",,MIGUEL DIAZ‐NEGRETE PALACIO,,60 DIAS HABILES,,
,OBRAS VARIAS EN COCINA EN EL CP MARTIMPORRA DE BIMENES,"29.000,00 €",,OVIDIO SUAREZ DISTRIBUCIONES SL,,15 DIAS HABILES,,
,"SERVICIO DE REDACCION DEL PROYECTO BASICO Y DE EJECUCION Y ESTUDIO DE SEGURIDAD Y 
SALUD PARA REFUERZO/SUSTITUCION DE FORJADOS DE PLANTA BAJA EN EL CP LA 
ESCUELONA DE GIJON","11.132,00 €",,PEDRO QUERO ARQUITECTOS SLP,,1 MES,,
,"SERVICIO DE REDACCION DE PROYECTO DE INSTALACION ELECTRICA EN EL CP MALIAYO DE 
VILLAVICIOSA","1.675,37 €",,PROYECTASTUR INGENIERIA SL,,1 MES,,
,"OBRA DE REFORMA DE LA INSTALACION ELECTRICA E INSTALACION DE PLACAS SOLARES 
FOTOVOLTAICAS Y REDACCION DE PROYECTO DE INSTALACIONES DE PROTECCION CONTRA 
INCENDIOS EN EL CIFP DE AVILES","11.337,91 €",,PROYECTASTUR INGENIERIA SL,,3 MESES,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS  DE REFORMA DEL PATIO(FASE II) EN 
LA E.E.I. PEÑA CARESES DE SIERO","592,00 €",,QNK ARQUITECTURA S.L.P.,,1 MES,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRA DE TRABAJO DE LEVANTADO PARCIAL, 
FIJACION DE CHAPAS DE CUBIERTA, TAPIADO DE VENTANAS Y CERRAMIENTO ENTRE 
EDIFICACIONES EN LA ANTIGUA ESAPA, VALLINIELLO DE AVILES","822,80 €",,QNK ARQUITECTURA S.L.P.,,6 SEMANAS,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LOS TRABAJOS DE LEVANTADO Y SUSTITUCION 
DE CANALONES Y BAJANTE DE LA PISTA CUBIERTA EN EL CP NUESTRA SEÑORA DE LA 
HUMILDAD EN SOTO DE LUIÑA, CUDILLERO","786,50 €",,QNK ARQUITECTURA S.L.P.,,4 SEMANAS,,
,"COORDINACION DE SEGURIDAD Y SALUD Y ASISTENCIA A LA DIRECCION DE LAS OBRAS DE 
REPARACIONES EN ALEROS Y CUBIERTAS EN EL CP EL CARBAYU EN LUGONES, SIERO","2.069,10 €",,QNK ARQUITECTURA S.L.P.,,20 DIAS NATURALES,,
,"COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRA DE SUSTITUCION DE CESPED 
SINTETITO DEL CAMPO DE FUTBOL LOS LLERONES EN EL IES JERONIMO GONZALEZ EN 
LANGREO","1.103,63 €",,QNK ARQUITECTURA S.L.P.,,6 SEMANAS,,
,"SERVICIO DE DIRECCION DE EJECUCION EN MATERIA DE INSTALACIONES Y COORDINACION DE 
SEGURIDAD Y SALUD DE REFORMA DE LA INSTALACION ELECTRICA EN LA ESCUELA DE ARTE 
DE OVIEDO","632,24 €",,RUNITEL INGENIEROS SL,,4 MESES,,
,"OBRAS DE CALORIFUGADO Y PROTECCION DE CONDUCTOS CLIMATIZACION EXTERIOR EN EL 
IES LA FRESNEDA DE SIERO","40.415,49 €",,"SIMTE(SUMINISTROS E INSTALACIONES 
MEDIOAMBIENTALES Y TECNICAS DE LA 
EDIFICACION) SL",,1 MES,,
,OBRAS DE REFORMA EN EDUCACION INFANTIL EN EL CP CONDADO DE NOREÑA,"46.145,92 €",,"TAMER CONSTRUCCIONES INDUSTRIALES TECNICAS 
Y SERVICIOS MEDIOAMBIELTALES SL",,45 DIAS NATURALES,,
,"IMPRESIÓN DE UN MAPA DE LA RED DE ESCUELAS AUTONÓMICAS DE 0 A 3 AÑOS EN UN 
SOPORTE DE CARTÓN PLUMA","44,72 €",,TUKÁN SOMOS IMPRESORES S.L.,,1 DÍA,,
,ACOMPAÑANTES DE TRANSPORTE ESCOLAR,"2.393,60 €",,"VITAEVENS, S.L.",,4 MESES,,
,ACOMPAÑANTES DE TRANSPORTE ESCOLAR,"2.393,60 €",,"VITAEVENS, S.L.",,4 MESES,,
,ACOMPAÑANTES DE TRANSPORTE ESCOLAR,"2.393,60 €",,"VITAEVENS, S.L.",,4 MESES,,
,ACOMPAÑANTES DE TRANSPORTE ESCOLAR,"2.393,60 €",,"VITAEVENS, S.L.",,4 MESES,,
,ACOMPAÑANTES DE TRANSPORTE ESCOLAR,"2.148,30 €",,"VITAEVENS, S.L.",,4 MESES,,
