NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
SER/2025/331,"SUMINISTRO DE KIT DE ANÁLISIS PARA PROYECTO DE INVESTIGACIÓN 
PID2021-123933OR-C31","710,00 €",,ABCAM NETHERLANDS BV,,1 DÍA,SUMINISTRO,
CONP/2025/7443,"CONTRATO MENOR DE  SERVICIO DE REPARACIONES GENERALES DE LA 
MAQUINARIA AGRÍCOLA DEL SERIDA EN VILLAVICIOSA Y DEVA","17.999,96 €",,AGRICOLA ADOLFO S.L.,,12 MESES,SERVICIO,
CONP/2025/7667,"CONTRATO MENOR DE SUMINISTRO DE TRITURADORA REVERSIBLE PARA EL 
TRACTOR BCS Y RETIRADA DE DESBROZADORA ANTIGUA QUE NO CUMPLE 
CON LA NORMATIVA","7.865,00 €",,AGRÍCOLA ADOLFO S.L.,,45 DÍAS,SUMINISTRO,
2025-187,"SERVICIO DE MANTENIMIENTO Y ACTUALIZACIÓN DEL SOFTWARE DEL 
TRACTOR BCS VALIANT 60 RS","526,35 €",,AGROEM S.L.,,1 DÍA,SERVICIO,
CONP/2025/7826,"CONTRATO MENOR DE SERVICIO DE ADECUACIÓN DE LA PLATAFORMA DE 
SUSTENTACIÓN DE LOS SILOS PIENSO PELLETIZADO CON CARGO A LA 
GRANJA-DEMO I+D DE LECHE","1.936,00 €",,AGROLAVAL S.L.,,3 MESES,SERVICIO,
CONP/2025/7814,"CONTRATO MENOR DE SUMINISTRO DE CONOS SALIDA SILOS PIENSO Y 
MECANISMO SINFÍN PARA CONDUCCIÓN DE PIENSO PELLETIZADO AL ROBOT 
DE ORDEÑO CON CARGO A LA GRANJA-DEMO I+D DE LECHE","1.331,00 €",,"AGROLAVAL, S.L.",,3 MESES,SUMINISTRO,
CONP/2025/7459,"CONTRATO MENOR DE SUMINISTRO DE MEDIDOR EN LÍNEA DE 
PROGESTERONA EN LECHE CON CARGO AL CAPÍTULO DE 
INFRAESTRUCTURAS DEL SERIDA","31.581,00 €",,"AGROLAVAL, S.L.",,3 MESES,SUMINISTRO,
CONP/2025/8606,"CONTRATO MENOR PARA LA ADQUISICIÓN DE UN SISTEMA DE LIMPIEZA Y 
DESINFECCIÓN DE PEZONERAS DE PREPARACIÓN Y DE ORDEÑO DEL SISTEMA 
VOLUNTARIO DE ORDEÑO DE LA GRANJA-DEMO DE SAMIELLES","5.445,00 €",,"AGROLAVAL, S.L.",,2 MESES,SUMINISTRO,
CONP/2025/7909,"CONTRATO MENOR DE SECUENCIACIÓN Y ANÁLISIS GENÓMICO DE 203 
MUESTRAS DE ADN EXTRAÍDO A PARTIR DE MATERIALES DE ENCAMADO 
CON CARGO AL PROYECTO DE INVESTIGACIÓN NYSA II","7.283,18 €",,ALLGENETICS & BIOLOGY S.L.,,1 MES,SERVICIO,
SER/2025/341,SUMINSTRO DE TUBO SANEAMIENTO TEJA SN4 SLURRY BIDÓN,"451,32 €",,ALMACENES RIO DE ORO S.L.,,1 DÍA,SUMINISTRO,
