NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Suministro Simulador 
electrocardiógrafos para 
Atención Primaria del Área 
Sanitaria VII","592,90 €",,"Agenor 
Mantenimientos 
S.A.",,15 días,SUMINISTRO,
,"Instalación de cajas 
antivandálicas de gases 
medicinales en habitación de 
Pediatría del Hospital Vital 
Álvarez Buylla","1.845,55 €",,"Air Liquide 
Healthcare España 
S.L.",,15 días,SERVICIOS,
,"Pruebas Termométricas de 
equipos de Esterilización del 
Hospital Vital Álvarez Buylla.","2.526,03 €",,"Antonio 
Matachana,  S.A.",,15 días,SERVICIOS,
,"Suministro de dos sillas de 
ruedas para el Hospital Vital 
Álvarez Buylla perteneciente al 
Área Sanitaria VII del Servicio de 
Salud del Principado de Asturias","369,75 €",,ASVAMEDIC S.L.U.,,15 días,SUMINISTRO,
,Báscula con Tallímetro,"580,80 €",,"CEMASA, Centro 
Material Sanitario 
S.A.",,15 días,SUMINISTRO,
,"Suministro de un 
rinolaringoscopio de vÍdeo 
flexible para el Servicio de ORL 
del Hospital Vital Álvarez Buylla","9.994,60 €",,"Chicón Medical 
S.L.U.",,15 días,SUMINISTRO,
,"Suministro de diverso mobiliario 
de oficina para el Hospital Vital 
Álvarez Buylla del Área Sanitaria 
VII","5.589,29 €",,"Comercial Manuel 
Urones S.L",,15 días,SUMINISTRO,
,"Suministro e Instalación de una 
cuna térmica neonatal para el 
Servicio de Pediatría del HVAB","18.029,00 €",,"GE Healthcare 
España SAU",,30 días,SUMINISTROS,
,Suministro de Peldaños camilla,"343,20 €",,HIDEMAR S.A.,,15 días,SUMINISTRO,
,Suministro de Mesa camarera,"435,60 €",,HIDEMAR S.A.,,15 días,SUMINISTRO,
,"Suministro e instalación de la 
lámpara de Xenón del 
Videoprocesador de equipo de 
quirófano del Hospital Vital","931,70 €",,IBERMAN S.A.,,15 días,SUMINISTRO,
,"Instalación para la Integración de 
los Electrocardiógrafos en los 
Centros de Atención Primaria del 
Área Sanitaria VII","10.402,37 €",,"Instalaciones 
eléctricas VIGIL 
S.L.",,30 días,SERVICIOS,
,"Suministro de un Equipo de 
medida multifunción para el 
Servicio de Ingeniería y 
Mantenimiento del Área 
Sanitaria VII","4.877,96 €",,"ISCAL, 
Instrumentación y 
Servicios de 
Calibración S.L.",,30 días,SUMINISTROS,
,"Reparación del Terminal de 
motor de SYHTHES del Hospital 
Vital Álvarez Buylla 
perteneciente al  Área Sanitaria 
VII del Servicio de Salud el 
Principado de Asturias","774,28 €",,"Johnson & 
Johnson S.A.",,15 días,SERVICIOS,
