NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,EXTINTORES CAMPAS 2023,"125,84 €",,EXTINTORES ZEMER SL,B33071192,ANUAL,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LA GARGANTA DEL CARES. APROX. A SU HISTORIA,"2.750,00 €",,IMPRENTA GOFER SL,B33022542,60 DÍAS,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,PRESENT Y FUTURO DEL MUNDO FORESTAL ASTURIANO,"690,00 €",,IMPRIMIMOS SL,B74026097,60 DÍAS,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,COPIAS OFIMAT. 31/7 A 31/8,"80,31 €",,OFIMATICA NORESTE SL,B33543190,1 MES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,ASAMBLEA CECEL SEPTIEMBRE 2023 AMPLIACIÓN,"1.409,11 €",,AZUL CONGRESOS Y COMUNICACION SL,B74100181,3 MESES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LE PARLER DE CUDILLERO,"1.255,00 €",,IMPRENTA GOFER SL,B33022542,60 DÍAS,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,BASER LUZ CAMPAS 4/7 A 4/8 DE 2023,"40,58 €",,BASER COMERCIALIZADORA,A74251836,1 MES,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LA SOSTENIBILIDAD DE LAS PESQUERIAS ARTESANALES...,"1.999,00 €",,ASTURGRAF SL,B33027798,60 DÍAS,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,ALQUILER PIANO LA CASTALIA fin,"1.000,00 €",,MUSIGESTION PRINCIPADO SL,B74410762,5 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,COMENTARIOS A DOS ESCENAS... VILLA APERTURA,"1.290,00 €",,IMPRENTA GOFER SL,B33022542,60 DÍAS,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LA FALIELLA... MARTA CLAUSURA 22/23,"864,00 €",,IMPRENTA GOFER SL,B33022542,60 DÍAS,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,OFIMATICA NOROESTE 24-06 A 31-07 2023,"41,71 €",,OFIMATICA NORESTE SL,B33543190,1 MES,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LUZ LAS CAMPAS 05-06 A 04-07 2023,"50,48 €",,BASER COMERCIALIZADORA,A74251836,1 MES,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,MANTENIMIENTO LUCERNARIO,"3.188,35 €",,NATALIA DIAZ ORDOÑEZ MELGAREJO,X93850XXX,2 MESES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,ASAMBLEA CECEL SEPTIEMBRE 2023,"15.042,48 €",,AZUL CONGRESOS Y COMUNICACION SL,B74100181,3 MESES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LUZ LAS CAMPAS 5/5 A 4/6 2023,"32,08 €",,BASER COMERCIALIZADORA,A74251836,1 MES,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,EL SECRETARIO GENERAL,,,,,,,
