NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,15 Taquillas Metal con puerta en L,"4.900,50 €",,"Suminfor, SL",,2 meses y 6 días,Suministro,
,3 Torres Irrigación Rodable,"3.166,16 €",,"Surgimedic, SA",,2 meses y 20 días,Suministro,
,3 Camillas tratamiento Fisioterapia,"3.365,52 €",,"Asvamedic, SLL",,2 meses y 7 días,Suministro,
,3 Camillas de exploración Ginecológica,"7.401,57 €",,"Surgimedic, SA",,2 meses y 4 días,Suministro,
,2 Básculas Bioimpedancia,"597,98 €",,"Garric Médica, SL",,2 meses y 4 días,Suministro,
,Termodesinfectadora de cuñas,"9.577,15 €",,"Surgimedic, SA",,2 meses,Suministro,
,2 Sistemas de contención rápida y transf.pacientes,"895,40 €",,"Prosaga, SL",,2 meses,Suministro,
,Armario ácidos-bases,"1.905,75 €",,"VWR,SL",,1 mes y 14 días,Suministro,
,Armario seguridad inflamables,"3.218,60 €",,"VWR,SL",,1 mes y 14 días,Suministro,
,Vitrina Extracción de Gases,"12.487,20 €",,"VWR,SL",,1 mes y 14 días,Suministro,
,Equipo Conación Leep,"4.451,07 €",,"Surgimedic, SA",,18 días,Suministro,
,Sillón Tratamiento,"3.094,70 €",,"Asvamedic, SLL",,1 mes y 28 días,Suministro,
,Lámpara Fototerapia,"7.205,55 €",,"Palex Medical, SA.",,1 mes y 28 días,Suministro,
,23 Sillas escritorio de oficina,"5.432,14 €",,"Suminfor, SL",,19 días,Suministro,
,4 Estimuladores eléctricos / TENS,"381,15 €",,"Cemasa,SA",,19 días,Suministro,
