NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Servicio de precio por copia o pago por 
impresión del equipo CANON Image 
Runner Advance 6555i","1.156,76 €",,"SISTEMAS DE OFICINA DE ASTURIAS, 1 S.L",B33027608,Ejercicio 2023,,
,"Servicio de alquiler del equipo CANON 
Image Runner Advance 6255i","1.351,97 €",,"SISTEMAS DE OFICINA DE ASTURIAS, 1 S.L",B33027608,Ejercicio 2023,,
,"Mantenimiento de la impresora 
modelo Canon IRADV-C5045I","513,56 €",,"Sistemas de Oficina de Asturias 1, S.L.",,"1-1-2022 hasta sustitución 
por otro equipo",,
,"Consumo por fotocopias del equipo 
modelo IR-C5045i","3.500,00 €",,"Sistemas de Oficina de Asturias 1, S.L.",,"1-1-2022 hasta sustitución 
por otro equipo",,
,"Contrato del servicio de 
mantenimiento derivado del consumo 
de fotocopias del equipo modelo 
TOSHIBA ST-2505AC","2.904,00 €",,Ofimedia del Norte,,"Enero de 2023 a diciembre 
de 2023",,
,"Contrato del servicio de 
mantenimiento derivado del consumo 
de fotocopias del equipo modelo 
EPSON WF-R8590DTWFC","2.178,00 €",,Ofimedia del Norte,,"Enero de 2023 a diciembre 
de 2023",,
,Acompañante tpe escolar 024-072,"2.587,20 €",,Vitaevents S.L,,13/02/23 al 23/6/23,,
,"Adecuacion espacios DG 
Planificación","3,391,63 €",,"Tabiques Divisorios Arco, S.L.",,siete días,,
,"Alta y mantenimiento de dominio.es y 
alojamiento web para los contenidos 
de SAUCE","43,55 €",,"Dinahosting, S.L.",,"doce meses 
10/02/2023 al 09/02/2024",,
,"Consumo ordinario y garantía de la 
fotocopiadora modelo LEXMARK XM9145 
con nº de serie S7421013050119","2.500,00 €",,"DIGITAL ASTUR, S.L.
B-74031568",,"De 1 enero 2023
a 31 diciembre 2023",,
