NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"ESPECULO OTICO DESECHABLE PARA OTOSCOPIO QUIRURGICO CABEZAL REDONDO 
TIPOWELCHALLYN 4MM","130,68",,AB MEDICA GROUP SA,,1 DÍA,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO HEINE 2,5MM.","43,56",,AB MEDICA GROUP SA,,1 DÍA,,
,ESPÉCULO ÓTICO DESECHABLE TIPO HEINE 4MM.,"130,68",,AB MEDICA GROUP SA,,1 DÍA,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO RIESTER 2,5MM.REF.02060","108,90",,AB MEDICA GROUP SA,,1 DÍA,,
,ESPÉCULO ÓTICO DESECHABLE TIPO RIESTER 4MM.REF. 02062,"130,68",,AB MEDICA GROUP SA,,1 DÍA,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO WELCHALLYN 2,5MM","546,13",,AB MEDICA GROUP SA,,1 DÍA,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO WELCHALLYN 2,5MM","546,13",,AB MEDICA GROUP SA,,1 DÍA,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO WELCHALLYN 2,5MM","546,13",,AB MEDICA GROUP SA,,1 DÍA,,
,PAPEL ECG TERMICO 80X90MM,"223,85",,AB MEDICA GROUP SA,,1 DÍA,,
,NE INSUF  RENAL DIALISIS 220ML FRESA,"118,80",,ABBOTT LABORATORIES SA,,1 DÍA,,
,NE INSUF  RENAL DIALISIS 220ML VAINILLA,"356,13",,ABBOTT LABORATORIES SA,,1 DÍA,,
,NE INSUF  RENAL DIALISIS 220ML VAINILLA,"356,13",,ABBOTT LABORATORIES SA,,1 DÍA,,
,NE INSUF RENAL REDIALISIS 220ML VAINILLA,"544,93",,ABBOTT LABORATORIES SA,,1 DÍA,,
,NE INSUF RENAL REDIALISIS 220ML VAINILLA,"544,93",,ABBOTT LABORATORIES SA,,1 DÍA,,
