NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
CONP/2023/6401,"Trabajo de campo de la segunda Encuesta de Salud 
Infantil en Población Gitana Asturiana 2023","13.500,00 €",,"ASOCIACION SOCIOCULTURAL DE 
MINORIAS ETNICAS UNGA",G33060039,,Servicios,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""NO""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/5119,"Servicio de dinamización en el paseo de la playa de 
San Lorenzo de Gijón, para la campaña ""playas sin 
humo 2023""","450,00 €",,ASOCIACIÓN YE TOO PONESE,G74108523,,Servicios,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""NO""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/5282,Destructura de documentos,"1.246,30 €",,ASTURALBA,B74409178,,Suministros,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/7296,Material de ferretería,"654,83 €",,ASTURPESO S.L.,B33397308,,Suministros,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/8074,Agencia de Viajes - D. G. Cuidado,"1.192,79 €",,"Avoris Retail Division, S.L.",B39448303,,Servicios,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/8069,Agencia de Viajes - D. G. Cuidado,"2.194,18 €",,"Avoris Retail Division, S.L.",B39448303,,Servicios,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/6823,"Accesorios para los molinos de homogenización 
de muestras","527,56 €",,"BIOMETA TECNOLOGÍA Y 
SISTEMAS S.A.",A33553645,,Suministros,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/7239,"Pausa café para la Jornada de presentación de la 
Estrategia de Paliativos 2023-2030 del 14 de junio en 
el HUCA","1.650,00 €",,Catering Malena S.L.,B74290321,,Servicios,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/7626,Yoduro potásico y yodato potásico,"119,79 €",,CHEMLABOR S.L.,B74116138,,Suministros,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/6822,"Material y reactivo para el ensayo de β- agonistas CIENYTECH SOLUCIONES, S.L.","1.127,38 €",,,B70508023,,Suministros,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2023/7686,"Recogida y tratamiento de residuos peligrosos 
del Laboratorio de Salud Pública","300,00 €",,COGERSA S.A.U.,A33068578,,Servicios,"[{""column"": ""Año"", ""value"": ""2023""}, {""column"": ""PYME"", ""value"": ""NO""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
