NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Suministro de 8 Sillas de oficina, con ruedas regulables con destino al Almacén
del Hospital del Oriente de Asturias, dependiente de
la Gerencia del Área
Sanitara VI-Arriondas","3.513,84 €",,"CLARIN LIBRERÍA Y PAPELERIA, S.L.",,1 mes,Suministros,
,"Contrato Basado en el acuerdo marco para el suministro de material de oficina
no inventariable, con destino a la Gerencia del Área Sanitaria VI-Arriondas","254,83 €",,"COMERCIAL MANUEL URONES, S.L.",,5 días,Suministros,
,"Reparación de dos mesas de Anestesia del Hospital del Oriente de Asturias,
dependiente de la Gerencia del Área Sanitaria VI-Arriondas","13.176,90 €",,"GENERAL ELECTRIC HEALTHCARE ESPAÑA, 
S.A.U.",,1 mes,Servicios,
,"Suministro de tres (3) Equipos de Climatización Daitsu APD 12 FX, con destino a
las
Consultas
de Atención
Primaria
de
la Gerencia
del Área
Sanitaria VI-
Arriondas","1.497,00 €",,NATALIA GUTIERREZ GONZÁLEZ,,7 días,Suministros,
,"Suministro de una Mesita de noche y una Lámpara de Sobremesa, para el
segundo puesto de la base de ambulancia del C.S.Cangas de Onís, dependiente
de la Gerencia del Área Sanitaria VI- Arriondas","177,14 €",,RAMON ZARAGOZA FERNÁNDEZ,,1 mes,Suministros,
,"Contrato Basado en el acuerdo marco para el suministro de material de oficina
no inventariable, con destino a la Gerencia del Área Sanitaria VI-Arriondas","308,84 €",,"SUMINISTROS INTEGRALES GRANDA XXI, S.L.L.",,5 días,Suministros,
,"Suministro de 23 Mesitas de Hospitalización con destino al Hospital del Oriente
de Asturias, dependiente de la Gerencia del Área Sanitaria VI- Arriondas","18.128,22 €",,"SUMINISTROS MÉDICO QUIRURGICOS, S.A.",,2 meses,Suministros,
,"Suministro,
sustitución,
adecuación,
puesta
en marcha
y
legalización
en
industria, de una caldera que está averíada en el C.S.Ribadesella, dependiente
de la Gerencia del Área Sanitaria VI- Arriondas","13.881,12 €",,UTE GMI-SAZEPI,,1 mes,Suministros,
,"Suministro,
sustitución,
adecuación,
puesta
en marcha
y
legalización
en
industria, de una
caldera de gasoleo en el C.S.Colunga, dependiente de la
Gerencia del Área Sanitaria VI- Arriondas","11.600,27 €",,UTE GMI-SAZEPI,,1 mes,Suministros,
,"Contrato Basado en el acuerdo marco para el suministro de material de oficina
no inventariable, con destino a la Gerencia del Área Sanitaria VI-Arriondas","544,54 €",,VICTOR MANUEL NÚÑEZ FERNÁNDEZ,,5 días,Suministros,
