NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Taxi Cabañaquinta,"14.520,11 €",,"Abel Sanchez 
Cienfuegos",,6 meses,Servicios,
,Taxi Moreda,"14.520,11 €",,"Amador 
González 
García",,6 meses,Servicios,
,"Suministro e Instalación de ventanilla en el mostrador del C.S. de 
Figaredo del Área Sanitaria VII del Servicio de Salud del Principado 
de Asturias","906,29 €",,"ByM 
Mantenimiento 
y Reformas",,15 días,Suministros,
,Baño Pola de Lena,"5.956,16 €",,"ByM 
Mantenimiento 
y Reformas",,10 días,Servicios,
,Adecuación mueble para sala de espera de C.P. Santullano,"1.445,95 €",,"Carpintería 
Ebanistería 
Sabino 
Argüelles S.L.",,5 días,Servicios,
,Servicio de reparación de motor Traumatología,"1.149,50 €",,"CONMED 
IBERIA SL",,5 días,Servicios,
,Servicio de reparación pieza mano 2 gatillos,"1.936,00 €",,"CONMED 
IBERIA SL",,5 días,Servicios,
,"Arrendamiento equipamiento Hemodiálisis de HVAB del Área 
Sanitaria VII del Servicio de Salud del Principado de Asturias.","8.252,20 €",,"Fresenius 
Medical Care 
España S.A.U.",,4 meses,Suministros,
,Mantenimiento Grupo electrógeno M. Sur,"1.187,74 €",,"GENESAL 
ENERGY IB SA",,12 meses,Servicios,
,"Servicio de Reparación de motor colibrí para Servicio de 
Esterilización del HVAB","2.017,07 €",,"Johnson & 
Johnson S.A.",,5 días,Servicios,
,"Servicio de Reparación de motor sierra para Servicio de 
Esterilización del HVAB","761,25 €",,"Johnson & 
Johnson S.A.",,5 días,Servicios,
,Reparación puerta automática C.S Mieres Sur,"852,71 €",,"KONE 
Elevadores S.A,",,1 día,Servicios,
,"Arrendamiento equipo de Criostato para Servicio de Anatomía 
Patológica del HVAB","3.630,00 €",,"Leica 
Microsistemas 
S.L.U.",,6 meses,Suministros,
,"Toma de muestras para análisis de presencia/ausencia de Legionella 
en Atención Primaria","7.376,16 €",,"SANIASTUR.,",,6 meses,Servicios,
,"Servicio de reforma instalación detección de incendión del C.S. de 
Figaredo del Área VII del Servicio de Salud del Principado de 
Asturias","13.283,22 €",,SERVEO S.A.,,15 días,Servicios,
,"Renting Impresora multifunción para RRHH de la Gerencia del Área 
Sanitaria VII","772,75 €",,"Sistemas de 
Oficina de 
Asturias 1 S.L.",,12 meses,Suministros,
,"Servicio de Reparación de la Óptica Rudolf 30º del Servicio de 
Esterilización del HVAB","785,59 €",,"SURG&MEDIC, 
Suministros 
Médico-
quirúrgicos S.A.",,5 días,Servicios,
,"Servición de modificación de la planta de Ósmosis del Servicio de 
Esterilización del Hospital Vital Álvarez Buylla del Área Sanitaria VII 
del Servicio de Salud del Principado de Asturias","10.803,04 €",,"SURG&MEDIC, 
Suministros 
Médico-
quirúrgicos S.A.",,15 días,Servicios,
,"Servicio de Reparación de Tonómetro para Servicio de Oftalmología 
del HVAB","508,20 €",,"Topcon Europe 
Medical B.v. 
Sucursal en 
España",,5 días,Servicios,
,Equipamiento consulta optometrista del HVAB del Área Sanitaria VII,"18.148,78 €",,"Topcon Europe 
Medical B.v. 
Sucursal en 
España",,30 días,Suministros,
