NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Mantenimiento sala de radiología,"18.137,90 €",,AgfaN.V. sucursal en España,W0172342H,,Servicios,
,Mantenimiento lavadora endoscopios,"3.762,82 €",,"Antonio Matachana, SA",A08238578,12 meses,Servicios,
,Suministro consumibles lavadoras endoscopios,"14.387,17 €",,"Antonio Matachana, SA",A08238578,,Suministro,
,"Mantenimiento sistema de alimentación ininterrumpida Eaton Industries Spain, SL (B31005150)","2.114,09 €",,,,12 meses,Servicios,
,Limpieza Unidad fisioterapia Tapia,"6.391,70 €",,El Horrio Sdad. Coop. Asturiana,F33333832,12 meses,Servicios,
,"Desinfección, desinfectación y desratización","580,80 €",,"Lacera, Servicios y Mantenimiento, SA",A33123498,12 meses,Servicios,
,Limpieza Consultorio Puerto de Vega,"17.638,78 €",,"Lacera, Servicios y Mantenimiento, SA",A33123498,,Servicios,
,Mtto. Preventivo equipos atención primaria,"8.994,27 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento monitores,"9.276,77 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento ecógrafos,"16.049,15 €",,"Mantelec, SA",A31116015,,Servicios,
,Mantenimiento equipos endoscopias,"11.344,79 €",,"Mantelec, SA",A31116015,,Servicios,
,Mantenimiento equipos esterilización,"8.785,99 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento varios equipos electromedicina,"16.458,37 €",,"Mantelec, SA",A31116015,,Servicios,
,Mantenimiento paneles aislamiento eléctrico,"10.160,66 €",,"Mantelec, SA",A31116015,,Servicios,
,Mantenimiento motores Aesculap,"2.299,00 €",,"Suministros Médico-Quirúrgicos, SA",A33030610,12 meses,Servicios,
