NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
CONP/2025/1811,Suministro de toner oficinas centrales Oviedo,"751,41",,COMERIAL URONES,B33298738,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/646,"Reparación de fallo de arranque, fallos de ITV y mantenimiento de 
Citroën Berlingo 6982DVR, vehículo del Servicio Público de Empleo del 
Principado de Asturias","255,82",,TALLERES REGUERO SL,B33382946,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/1580,"Servicio de inspecciones por un organismo de control autorizado de 
los ascensores de las oficinas de empleo y oficinas centrales del 
Servicio Público de Empleo del Principado de Asturias","3.049,20",,TÜD SÜD ATISAE S.A.U.,A28161396,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/1634,Suministro de llaves de acceso para O.E. Gijón III,"109,24",,RA/BA CIERRES ELÉCTRICOS SA,A33648114,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/1868,"Reparación Turbo Volkswagen Touran 0703 CZX vehículo del Servicio 
Público de Empleo del Principado de Asturias","1.358,64",,TALLER JAVIER PRIETO,***7243**,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/1904,"Arrendamiento sin opción de compra de equipos multifunción láser 
para los Servicios Centrales del Servicio Público de Empleo del 
Principado de Asturias","3.011,69",,Solitium SL,B50570571,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/1987,"Suministro de tres centrales de mando con receptor ( incluso mandos 
de apertura) para Oviedo II","1.059,96",,CONOR PERSINAS,A33799081,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/2260,"Suministro de Sellos con fechador automáticos para el registro de 
entrada del Servicio Público de Empleo del Principado de Asturias","94,05",,VICTOR MANUEL NUÑEZ FERNÁNDEZ,***2517**,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/2558,"Servicio para la reparación de la instalación de climatización de la 
Oficina de Empleo de Llanes","1.489,69",,MANTOTAL,A74257437,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
CONP/2025/2725,"Servicio de Actualización del Sistema de Control Horario del Servicio 
Público de Empleo del Principado de Asturias","13.144,23",,ZP INFORMÁTICA SL,B33328261,,CONTRATACIÓN Y RÉGIMEN JURÍDICO,
