NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"REPARACIÓN DE LAS GRÚAS 
DE LOS VEHÍCULOS CAMIÓN 
MERCEDES BENZ MATRÍCULA 
2124 FWM Y CAMIÓN 
MERCEDES BENZ MATRÍCULA 
5309 GTG Y DE LA GRÚA DE LA 
DRAGA LA NALONA","17.719,47","14.644,19","ABASTUR HIDRAULICA, 
SLU",,1 MES,SERVICIOS,
,"SUMINISTRO DE ÓPTICA 
COMPLETA PARA TORRETA 
MODELO CIES Y TERRANOVA 
COMPUESTA POR BASE, 
METACRILATO Y SOMBRERETE 
TORRETAS ROLECCLASSIC Y 
OTROS COMPONENTES 
ASOCIADOS A PANTALANES Y 
FINGUERS.","16.249,13","13.429,03","ALMARIN EQUIPOS Y 
SERVICIOS PORTUARIOS, 
SL",,2 MESES,SUMINISTROS,
,"REVISIÓN OBLIGATORIA POR 
ORGANISMO DE CONTROL 
AUTORIZADO DE LA 
INSTALACIÓN ELÉCTRICA DE 
BAJA TENSIÓN DEL 
LABORATORIO DE MATERIALES","418,66","346,00","APPLUS ORGANISMO DE 
CONTROL, S.L.U.",,2 MESES,SERVICIOS,
,"SUMINISTRO DE TABLAS PARA 
LA REPARACIÓN DE 
PANTALANES Y FINGUERS, EN 
VARIOS PUERTOS DE LA 
COMUNIDAD AUTÓNOMA","17.545,00","14.500,00","ASTILLEROS AMILIBIA 
UNTZIOLAK SL",,1 MES,OBRAS,
,"SUMINISTRO DE PEQUEÑO 
MATERIAL PARA LA 
REPARACIÓN DE PANTALANES 
Y FINGUERS, EN VARIOS 
PUERTOS DE LA COMUNIDAD 
AUTÓNOMA","15.730,00","13.000,00","ASTILLEROS AMILIBIA 
UNTZIOLAK SL",,2 MESES,SUMINISTROS,
,"REPARACIÓN DE LOSA Y OBRA 
DE FÁBRICA, SUSTITUCIÓN DE 
BOMBA Y LIMPIEZA DE FOSA 
SÉPTICA EN LA ZONA 
PORTUARIA DEL PUERTO DE 
CUDILLERO","12.450,90","10.290,00","ASTURAGUA SERVICIO 
INTEGRAL DEL CICLO DEL 
AGUA",,10 DÍAS,OBRAS,
,"SUMINISTRO DE REPUESTOS Y 
COMPONENTES PARA LA 
REPARACIÓN DE LOS 
TRACTORES ADSCRITOS AL 
SERVICIO DE CONSERVACIÓN 
Y EXPLOTACIÓN DE 
CARRETERAS","18.029,00","14.900,00",ASTURCERES S.L,,7 MESES,SUMINISTROS,
,"Obra de reconstrucción de dos 
marquesinas de parada de 
autobús.","9.685,09","8.004,21","ASTURIANA DE METAL 
BELLIDO HERMANOS SL",,1 MES,OBRA,
,"CALIBRACIÓN DE PRENSAS DE 
ENSAYO DEL LABORATORIO DE 
MATERIALES","665,50","550,00","ATME MENÉNDEZ S.L. 
(ATME METROLOGIA)",,5 MESES,SERVICIOS,
,"SUMINISTRO DE REPUESTOS 
PARA LA REPARACIÓN DE LOS 
TURISMOS ADSCRITOS AL 
PARQUE DE MAQUINARIA DEL 
PRINCIPADO DE ASTURIAS, 
PERTENENCIENTES AL 
SERVICIO DE CONSERVACIÓN 
Y EXPLOTACIÓN DE 
CARRETERAS.PLURIANUAL","9.676,76 €
AÑO 2023: 
5644,80 €
AÑO 2024: 
4031,96 €","7.997,32 €
AÑO 2023: 
4665,12 €
AÑO 2024: 
3332,20 €","AUTO RECAMBIOS ARAMO 
S.L",,12 MESES,SUMINISTROS,
,"SUMINISTRO DE PIEZAS DE 
RECAMBIO PARA LOS 
VEHÍCULOS TODOTERRENO, 
ADSCRITOS AL PARQUE DE 
MAQUINARIA DEL PRINCIPADO 
DE ASTURIAS, 
PERTENECIENTES AL SERVICIO 
DE CONSERVACIÓN Y 
EXPLOTACIÓN DE 
CARRETERAS.PLURIANUAL","18.029,00","14.900,00","AUTO RECAMBIOS ARAMO 
S.L",,7 MESES,SUMINISTROS,
,"SUMINISTRO DE NEUMÁTICOS 
PARA TRACTORES Y 
MAQUINARIA ADSCRITOS AL 
SERVICIO DE CONSERVACIÓN 
Y EXPLOTACIÓN DE 
CARRETERAS","17.714,40","14.640,00","AUTO RESPUESTOS 
AMADO GIJÓN S.L",,6 MESES,SUMINISTROS,
,"SUMINISTRO DE NEUMÁTICOS 
PARA LOS VEHÍCULOS 
LIGEROS ADSCRITOS AL 
SERVICIO DE CONSERVACIÓN 
Y EXPLOTACIÓN DE 
CARRETERAS.","18.033,84","14.904,00","AUTO RESPUESTOS 
AMADO GIJÓN S.L",,6 MESES,SUMINISTROS,
,"MANTENIMIENTO DE ZONAS 
VERDES DEL LABORATORIO DE 
MATERIALES","7.986,00","6.600,00","AVELINO GARCÍA 
RODRÍGUEZ (ARBOLES Y 
JARDINES)",,6 MESES,SERVICIOS,
,"REDACCIÓN DE LA MEMORIA 
AMBIENTAL DEL PROYECTO DE 
CONSTRUCCIÓN DE MUELLE DE 
ESPERA EN LA ZONA 
PESQUERA DEL PUERTO DE 
LLANES","4.235,00","3.500,00","BIOSFERA CONSULTORÍA 
MEDIOAMBIENTAL S.L.",,1 MES,SERVICIOS,
,"SEGUIMIENTO DE VIGILANCIA 
AMBIENTAL DEL DRAGADO DEL 
PUERTO DE SAN JUAN DE LA 
ARENA","18.029,00","14.900,00","BIOSFERA CONSULTORIA 
MEDIOAMBIENTAL, SL",,4 MESES,SERVICIOS,
,"SUMINISTRO DE MATERIAL 
DIVERSO PARA LA 
REPARACIÓN DE BARRERAS 
BFT Y PARA LA COLOCACIÓN 
DE DOS NUEVAS, EN VARIOS 
PUERTOS.","9.957,50","8.229,34","BTF GROUP ITALIBERICA 
DE AUTOMATISMOS, S.L.",,2 MESES,SUMINISTROS,
,"Estudio expectativas socio 
económicas de la llegada de alta 
velocidad a Asturias.","14.520,00","12.000,00","Cámara Oficial de Comercio, 
Industria y Navegación de 
Oviedo.",,4 MESES,SERVICIO,
,"REPARACIÓN DE LA CULATA 
DEL MOTOR DE LA DRAGA 
NALONA","1.349,15","1.115,00",CARDENAS VIDAL SL,,15 DÍAS,SERVICIOS,
,"SUMINISTRO DE REPUESTOS Y 
COMPONENTES CONSUMIBLES 
PARA LOS EQUIPOS 
DESBROZADORES INSTALADOS 
EN LOS TRACTORES DE LAS 
BRIGADAS DE CONSERVACIÓN 
DE CARRETERAS","18.149,99","14.999,99",CASLI S.L,,7 MESES,SUMINISTROS,
,"Suministro de discos duros 
externos","944,79","780,82",CAUDAL PC,,5 días,Suministro,
,"SERVICIO DE LIMPIEZA DE LAS 
INSTALACIONES DEL 
LABORATORIO DE MATERIALES","12.152,21","10.043,15",CLN INCORPORA S.L.,,8 MESES,SERVICIOS,
