NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Mantenimiento Microscopios HVAB,"726,00 €",,"AGENOR 
Mantenimientos S.A.",,12 meses,Servicios,
,"Suministro e instalación del fuelle para
Mesa Quirúrgica","2.324,77 €",,"AGENOR 
Mantenimientos S.A.",,15 días,Suministros,
,"Reparación del Microondas de
Fisioterapia del CS de Pola de Lena del
Área Sanitaria VII","1.237,71 €",,"AGENOR 
Mantenimientos S.A.",,15 días,Servicios,
,"Suministro e Instalación de la bomba de 
calefacción del C.S. de Cabañaquinta del
Área Sanitaria VII.","1.113,20 €",,"AMPRE, Asturiana de 
Mantenimiento
preventivo S.L.",,15 días,Suministros,
,"Servicio de transporte para actividades
del Centro de Salud Mental","2.200,00 €",,"AUTOCARES 
MARIANO S.L.",,8 meses,Servicios,
,"Adecuaciones de nueva consulta en CS 
Mieres Sur","5.169,12 €",,"ByM Mantenimiento y 
Reformas",,3 meses,Obras,
,"Adecuación alicatado de paredes del
C.S. de Figaredo","1.191,85 €",,"ByM Mantenimiento y
Reformas",,15 días,Obras,
,"Adecuación alicatado de paredes del 
Centro de Salud Mental","901,45 €",,"ByM Mantenimiento y 
Reformas",,15 días,Obras,
,"Suministro e insltalación de protecciones 
en paredes del CS Mieres Sur","1.965,85 €",,"Carpintería Ebanistería 
Sabino Argüelles S.L.",,15 días,Servicios,
,"Reparación del monitor Q6 del Hospital 
Vital Álvarez Buylla",,,"757,46 €  Dräger Hispania S.A.U.",,1 mes,Servicios,
,"Mantenimiento Opcion CVIEW
Mamografo","3.701,31 €",,EMSOR SL,,12 meses,Servicios,
,Biodescontaminacion Ambiental,"3.361,38 €",,"EUROLAB 
BIOCONSULTING SL",,12 meses,Servicios,
,"Análisis de Bioseguridad Ambiental en 
áreas críticas del Hospital Vital Álvarez
Buylla","16.030,08 €",,"EUROLAB
BIOCONSULTING SL",,12 meses,Servicios,
,"Reposición de conectores de paneles de 
Hemodiálisis","8.524,69 €",,"Fresenius Medical Care
España S.A.U",,15 días,Suministros,
,"Revisión anual de las líneas de vida del 
C.S. de Mieres Sur del Área Sanitaria VII","1.191,62 €",,"GAMESYSTEM 
ESPAÑA S.A",,12 meses,Servicios,
,"Mantenimiento de diverso equipamiento
General Electric","12.018,34 €",,"GE Healthcare España
SAU",,6 meses,Servicios,
,"Sofware de IA para la lectura y el análisis 
de imágenes médicas del Servicio de 
Urgencias del HVAB",,,"18.137,90 €  GLEAMER SAS",,12 meses,Servicios,
,"Instalación del sistema de llamada de 
paciente para el CARUAP CS Mieres Sur
del Área Sanitaria VII","1.893,96 €",,"Instalaciones eléctricas 
VIGIL S.L.",,15 días,Servicios,
,"Instalación de un nuevo puesto de 
trabajo en el Almacén general del CS 
Mieres Sur del Área Sanitaria VII","660,99 €",,"Instalaciones eléctricas
VIGIL S.L.",,15 días,Servicios,
,"Reparación del terminal de tierra del
motor colibrí del HVAB","1.866,75 €",,"Johnson & Johnson 
S.A.",,15 días,Servicios,
,"Reparación terminal de sierra motor 
SYHTHES del HVAB","973,01 €",,"Johnson & Johnson 
S.A.",,15 días,Servicios,
,"Sustitución del motor hidráulico del
portón del del C.S. Mieres Sur",,,"3.734,13 €  KONE Elevadores S.A.",,1 mes,Servicios,
,"La Adecuación del invernadero del 
Centro de Salud Mental del Área 
Sanitaria VII del Servicio de Salud del
Principado de Asturias","9.002,40 €",,"Lacera Noroeste de 
Servicios, S.L.U.",,1 mes,Obras,
,"Mantenimiento Microtomos y Criostato A.
Patológica","3.873,63 €",,"LEICA 
MICROSISTEMAS SLU",,12 meses,Servicios,
,"Servicio de mantenimiento del Armario 
dispensador de medicamentos de
farmacia",,,"1.937,77 €  PALEX Medical S.A.",,6 meses,Servicios,
,"Mantenimiento de diverso equipamiento 
Philips","10.203,59 €",,"PHILIPS IBÉRICA, 
S.A.U.",,6 meses,Servicios,
,"Toma de muestras para análisis de 
presencia/ausencia de Legionella en
Atención Primaria",,,"3.807,46 €  SANIASTUR.SL,",,3 meses,Servicios,
,"Reparación óptica del citoscopio
OLYMPUS",,,"544,50 €  SURGIMEDIC S.A.",,15 días,Servicios,
,"Reparación de la óptica del artroscopio
STORZ",,,"544,50 €  SURGIMEDIC S.A.",,15 días,Servicios,
,"Revisión anual de la Cabina de 
Fototerapia (PUVA) del Servicio de 
Dermatología del Hospital Vital Álvarez 
Buylla","1.851,30 €",,TECNOMED 2000 S.L.,,15 días,Servicios,
,"Servicio de Mantenimiento del Miniarco 
en C ORTHOSCAN FD-OR”
del HVAB","2.420,00 €",,"ZIEHM IMAGING 
SPAIN S.L.U",,12 meses,Servicios,
