NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Alquiler e instalación de medios audiovisuales para la exposición de Andrea de la Rubia Gómez-
Morán, ganadora del Premio Asturias Joven de Artes Plásticas 2022","1.452,00 €","1.200,00 €","Asturmedia, S.L.",,"Del 15 de noviembre 
al 26 de diciembre de 2023",Suministro,
,Póliza de seguro de cargadores itinerancia 32 MAPPA,"811,12 €","811,12 €","Caja de Seguros Reunidos, S.A. Caser-Grupo Helvetia",,"Del 13 de octubre 
al 29 de diciembre de 2023",Servicio,
,"Análisis y propuesta de un texto articulado de proyecto de Ley de Ordenación Integral del Territorio 
(LOITA)","16.940,00 €","14.000,00 €",Gerardo Roger Fernández Fernández,,6 meses,Servicio,
,Suministro de sellos de caucho y sobres para la Dirección General de Vivienda,"695,75 €","575,00 €",Imprenta Goymar,,15 días,Suministro,
,Transporte ordinario de muestras y paquetería regional e interprovincial,"1.432,68 €","1.184,03 €",La Luna Gestión de Servicios S. COOP.,,12 meses,Servicio,
,Estudio de viabilidad Albergue de Bustiello,"9.680,00 €","8.000,00 €","Lmq Consulting & Advisory, S.L.",,Hasta el 31 de enero de 2024,Servicio,
,Póliza de seguro de cargadores Premio Asturias Joven de Artes Plásticas 2022,"270,38 €","270,38 €","MAPFRE España, Compañía de Seguros y Reaseguros, S.A.",,"Del 14 de noviembre 
al 26 de diciembre de 2023",Servicio,
,"Sustitución de carpintería en grupo de 23 VPP en la Cl José Manuel 68, Gijón","13.128,50 €","10.850,00 €",Obras Viales e Infraestructuras del Norte SL,,1 mes,Obra,
,"Sustitución de carpintería de madera en edificio sito en la calle Santa Cándida, 14, Gijón","43.439,00 €","35.900,00 €",Obras Viales e Infraestructuras del Norte SL,,60 días,Obra,
,Transporte y montaje Premio Asturias Joven de Artes Plásticas 2022,"2.635,38 €","2.178,00 €",Pablo Alba Sánchez,,"Del 14 de noviembre 
al 26 de diciembre de 2023",Servicio,
,Suministro de marcos y enmarcación Premio Asturias Joven de Artes Plásticas 2022,"5.788,59 €","4.783,96 €",Pedro García Durán,,Hasta el 10 de noviembre de 2023,Mixto,
,Servicio de revisión de vehículo,"574,62 €","474,89 €",PROMOSPORT ASTURIAS S.L,,5 días,Servicio,
,Mantenimiento de vehículo Nissan Terreno II 1741 CCR,"574,62 €","474,89 €",Promosport Asturias S.L.,,5 días laborables,Servicio,
,Reparación de escáner EPSON EXPRESSION 11000 XL,"152,46 €","126,00 €",SIVSA Soluciones Informáticas S.A.U.,,10 días,Servicio,
,"Servicio de pausa-café y comida-espicha para los participantes en el V Encuentro de asociaciones 
de ámbito rural de Asturias a celebrar en Cangas del Narcea","2.475,00 €","2.250,00 €","Tania Rodríguez Francos 
(RESTAURANTE LA PERLA)",,18 de noviembre del 2023,Servicio,
,"Servicio de asistencia técnica para para la instalación de sistemas de seguridad en tres edificios, 
propiedad del gobierno del Principado Asturias, correspondientes a 36 viviendas de protección 
pública, garajes y trasteros situados en calle el Areneru 2,4,6,8,10 y 12, Pumarubule, Carbayin bajo, 
Siero","6.310,15 €","5.215,00 €",Tapia Electroacústica S.L.,,1 año,Servicio,
,Servicio de copia en DVD de expediente administrativo para remisión al juzgado,"354,53 €","293,00 €","Tukán Somos Impresores, S.L.L",,5 días,Servicio,
