NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Autorrefractómetro,"6.022,17 €",,"AJL Ophthalmic SA,",48464788,,Suministro,
,Silla de ducha,"310,20 €",,"Ayudas al Bienestar, SL,",B74160219,3 semanas,Suministro,
,Mobiliario laboratorio hematología,"16.154,71 € 3,5 meses",,"Carpintería Hnos. García, SC,",J33581596,,Suministro,
,Diverso mobiliario,"4.377,61 €",,"Clarín Librería y Papelería, SL,",B74016932,,Suministro,
,Sillas,"3.397,08 €",,"Clarin, Librería y Papelería, SL, NIF B 74016932",,,Suministro,
,Refrigerador,"11.394,57 €",,"Climaelec Proyectos, SL,",B33990060,,Suministro,
,Unides de climatización,"4.712,95 €",,"Climaelec Proyectos, SL,",B33990060,,Suministro,
,Arrendamiento arco quirúrgico,"14.520,00 €",,"Comercial Centro Médico, SL,",B50090059,,Suministro,
,Deshumidificadores,"458,00 €",,"Electrodomésticos Carlos, SL,",B33300880,2 semanas,Suministro,
,Tabla deslizante de transferencia,"528,00 €",,"Karinter 94, SL, NIF B 60714037",,,Suministro,
,Taburetes de oficina,"1.018,13 €",,"Mobiliario de Oficina Directo, SL, NIF B 33649724",,,Suministro,
,Taquillas de vestuario,"2.035,70 €",,"Mobiliario de Oficina Directo, SL,",B33649724,,Suministro,
,Taburetes de oficina,"193,60 €",,"Mobiliario de Oficina Directo, SL,",B33649724,,Suministro,
,Colposcopio,"5.300,00 €",,"Optomic España,S.A.,",A81519423,,Suministro,
,Mueble cama,"435,60 €",,"Ovidio Suarez Distribuciones, SL,",B52510807,,Suministro,
,Mesa de Mayo,"327,98 €",,"Ovidio Suárez Distribuciones, SL,",B52510807,15 días,Suministro,
,Bilirrubinómetro,"3.991,79 €",,"Palex Medical, SA,",A58710740,2 semanas,Suministro,
,Uniformes personal,"10.422,64 €",,"Proyma S.L.,",B33603465,,Suministro,
,Análisis de la calidad del agua de piscina,"1.015,19 €",,"Saniastur, SL, NIF B",33065251,12 meses,Servicios,
,Camilla de exploración,"1.028,50 €",,"Social Mobel, SL,",B37518685,,Suministro,
,Tabla deslizante de transferencia,"464,20 €",,"Suministros Galeno, SL, NIF B",15476385,,Suministro,
,Armario almacenaje endoscopios,"2.624,49 €",,"Suministros Médico Quirúrgicos, SA,",A33030610,,Suministro,
,Camilla de transporte,"2.734,60 €",,"Suministros Médico Quirúrgicos, SA,",A33030610,,Suministro,
,Mesas atril,"1.931,16 €",,"Suministros Médico Quirúrgicos, SA,",A33030610,,Suministro,
,Acondicionamiento sala telemando,"17.564,24 €",,"Tamer Construcciones , SL,",B74304106,1 semana,Servicios,
,Tejadillo,"10.660,10 €",,"Tamer Construcciones, SL,",B74304106,,Suministro,
