NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Arreglo de tomas de Internet,"537,24 €","444,00 €",ABNET SISTEMAS SL,,3 Meses,Servicio,
,Reparación equipo pesca eléctrica,"142,78 €","118,00 €",ACUITEC SL,,1 mes,Servicios,
,"Suministro y distribucion dearbolesfrutales y material conexo para su plantacion y primeros cuidados 
como medida de acompañamiento en el programa de fruta escolar llevado a cabo en el Principado de 
Asturias (curso escolar 2024/2025)","8.434,40 €","7.546,80 €",ALEJANDRO LÓPEZ FERNÁNDEZ,,1 mes,Suministro,
,Suministro de material general de laboratorio,"3.539,77 €","2.925,43 €",AP MEDICAL SUMINISTROS MÉDICOS AUXILIARES SL,,1 mes,Suministro,
,Adquisicion material de limpieza OCA Grado y OCA Cangas de Onis,"2.521,34 €","2.083,75 €",APOLO ASTURIAS SL,,1 Mes,Suministro,
,Dos pruebas diagnósticas del Programa Nacional de SANDACH,"168,33 €","139,12 €",AQUIMISA SLU,,1 mes,Servicio,
,Cambio de neumáticos 4614 GFP,"812,10 €","671,16 €",ARMANDO MURIAS IGLESIAS,,Una (1) semana,Servicio,
,Cambio de aceite del vehículo 4614 GFP,"354,42 €","292,91 €",ARMANDO MURIAS IGLESIAS,,Una (1) semana,Servicio,
,Cambio de neumáticos 4557 GFP,"812,10 €","671,16 €",ARMANDO MURIAS IGLESIAS,,Una (1) semana,Servicio,
,Cambio de aceite y filtros del vehículo 4557 GFP,"354,42 €","292,91 €",ARMANDO MURIAS IGLESIAS,,Una (1) semana,Servicio,
,Impartir modulos de los cursos de incorporacion de jovenes a la empesa agraria,"9.620,00 €","9.620,00 €",ASESORAMIENTO AGRARIO ASTURIANO SL,,5 meses,Servicios,
,Servicio de catering y pausa café,"4.059,00 €","3.690,00 €",ASOCIACIÓN UNA CIUDAD PARA TODOS,,Dos (2) días,Servicio,
