NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,ASTURPESO RES. 22/2023,"53,40 €",,ASTURPESO SL,B33397308,1 DÍA,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LUZ CAMPAS 4/1 A 4/2 2023,"20,72 €",,BASER COMERCIALIZADORA,A74251836,1 MES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,APARTADO DE CORREOS FEBRERO 2023/FEBRERO 2024,"82,00 €",,SOCIEDAD ESTATAL CORREOS Y,A83052407,1 AÑO,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LIBRO NARRATIVA PALACIO VALDES,"2.055,00 €",,ASTURGRAF SL,B33027798,60 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LIBRO CICLO CONFERENCIAS PADRE GALO,"1.074,00 €",,IMPRIMIMOS SL,B74026097,60 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LIBRO ASTURIAS ANTE DOS DILEMAS DECISIVOS,"335,26 €",,IMPRENTA GOFER SL,B33022542,60 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LIBRO RIBADEO REPARACION PUENTE PORCIA,"1.392,00 €",,IMPRIMIMOS SL,B74026097,60 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LIBRO DISCURSO INGRESO VENANCIO MARTINEZ SUAREZ,"904,81 €",,IMPRENTA GOFER SL,B33022542,60 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,MATERIAL DE OFICINA NO INVENTARIABLE,"476,83 €",,CLARIN LIBRERIA Y PAPELERIA SL,B74016932,7 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LIBRO FILOLOGIA ASTURIANA,"1.334,00 €",,IMPRIMIMOS SL,B74026097,60 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LIBRO ASTURIAS ANTE EL RETO DEMOGRAFICO,"4.795,67 €",,IMPRENTA GOFER SL,B33022542,60 DÍAS,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,SUMINISTROS FERRETERIA,"35,31 €",,ASTURPESO SL,B33397308,1 DÍA,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,OFIMATICA COPIAS 20/12 A 31/01/23,"69,94 €",,OFIMATICA NORESTE SL,B33543190,1 MES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,LUZ CAMPAS 4/12 A 4/1/23,"24,31 €",,BASER COMERCIALIZADORA,A74251836,1 MES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,MONASTERIO SANTA MARÍA DE LA VEGA DE OVIEDO,"1.264,00 €",,ASTURGRAF SL,B33027798,1 MES,Suministros,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
,OFIMATICA COPIAS 31/01/23 a 28/02/23,"121,90 €",,OFIMATICA NORESTE SL,B33543190,1 MES,Servicios,"[{""column"": ""Órgano Gestor"", ""value"": ""RIDEA""}]"
