NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Máquina de agua (cooler) cuota 
mensual","19,36 €",,"ACQUAJET SEMAE, S.L.U.",,"Tres 
meses",Servicios,
,"Servicio de internet en el nodo de 
Mieres","413,82 €",,"ADAMO TELECOM IBERIA, S.A.",,"Tres 
meses",Servicios,
,"Seguridad en el trabajo, higiene 
industrial y ergonomía y 
psicosociología aplicada / Medicina 
en el trabajo","1.304,44 €",,"CUALTIS, S.L.U.",,Un año,Servicios,
,"Suministro de cinco (5) módulos 
rectificadores Delta DPR 2900B-48","1.179,75 €",,"DELTA ELECTRONICS 
SOLUTIONS, S.L.",,"Veinte 
días",Suministro,
,"Suministro de UPS DELTA AMPLON 
RT 5 KW (ELECTRONICA) 
RACK/TORRE 2U (1 unidad), 
MÓDULO BATERIA RT 8 / 10 KVA 
ALTA DESCARGA (3 unidades), RAIL 
KIT EXTENSIBLES (4 unidades) y 
PLACA SNMP MINI IPV6 (HOTSWAP) 
(1 unidad).","4.039,22 €",,"DELTA ELECTRONICS 
SOLUTIONS, S.L.",,Diez días,Suministro,
,"Suministro de baterías 12V 5A 
90X70X100 (8 unidades).","118,87 €",,"ELECTROSÓN GALICIA, S.A.",,Diez días,Suministro,
,"Suministro de 2000 bolígrafos 
Antibacterial Cool | Tinta azul (GO) – 
Blanco con impresión digital de logo 
en el lateral derecho.","556,60 €",,"GIFT CAMPAIGN, S.L.",,"Dos 
semanas",Suministro,
,"Suministro de auricular bluetooth 
ENERGY SISTEM URBAN 1 TW AZUL 
(20 unidades); patinete eléctrico 
SEGWAY NINEBOT E2 PLUS E (3 
unidades) y gafas de realidad virtual 
META QUEST 2 128GB (2 unidades).","1.930,00 €",,"GRANDES ALMACENES FNAC 
ESPAÑA, S.A.",,"Tres 
semanas",Suministro,
,"Suministro de un sistema 
climatización compacto exterior GVC 
12 T400 - V.04.","8.040,45 €",,"GRUPO AIRDATA, S.L.",,"Noventa 
días",Suministro,
,"Trámites modificación estatutos 
sociales","541,70 €",,MANUEL J. TUERO TUERO,,Inmediato,Servicios,
,"Suministro de una (1) unidad de aire 
acondicionado portátil modelo 
TAURUS AIRE ACON. TAU-AL. TOP 
TEMP.","631,00 €",,MEDIA MARKT SATURN S.A.U.,,Diez días,Suministro,
,"Servicio de alarma de oficina de GIT 
y nodo de Mieres","525,33 €",,"MOVISTAR PROSEGUR 
ALARMAS, S.L.",,"Tres 
meses",Servicios,
,"Suministro de una (1) licencia de 
W11 Pro 64","160,93 €",,"NEA F3 MASTER, S.L.",,"Quince 
días",Suministro,
,"Suministro de 22 cámaras de 
videovigilancia AXIS M3115-LVE, 22 
adaptadores POE y 22 tarjetas AXIS 
microSDXC de alta resistencia para 
cámaras.","11.717,64 €",,"NEA F3 MASTER, S.L.",,Un mes,Suministro,
,"Trámites modificación estatutos 
sociales","138,64 €",,"REGISTRO MERCANTIL DE 
ASTURIAS",,Inmediato,Servicios,
,"Suministro de tres (3) 
transformadores modelo Lenovo PD, 
65W, 20/15/9/5V, 3P, WW, LTN con 
sus cables asociados.","197,62 €",,"SERESCO, S.A.",,"Quince 
días",Suministro,
,Combustible,"138,05 €",,"SOLRED, S.A.",,"Tres 
meses",Suministro,
,Servicio de mensajería,"31,04 €",,"TATITRANS XXI, S.L.",,"Tres 
meses",Servicios,
,Renting equipo multifunción,"56,28 €",,"XEROX ESPAÑA, S.A.U.",,"Tres 
meses",Suministro,
