NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Reparación vehículo matrícula 
5856-GTM(Navia-Esva)","445,57 €","368,24 €","ABEL RUBIO RUBIO 
(TALLERES ABEL)",,15 días,Servicios,
,"Reparación vehículo matrícula 
4440-LVP(Navia-Esva)","121,53 €","100,44 €","ABEL RUBIO RUBIO 
(TALLERES ABEL)",,15 días,Servicios,
,"EJECUCIÓN DE PAVIMENTO 
DE AGLOMERADO EN EL 
PASEO CAMPO DEL GATO 
EN EL PUERTO DE LLANES","13.000,00 €","10.743,80 €","AGLOMERADOS Y OBRAS 
DEL ORIENTE SL",,2 SEMANAS,OBRAS,
,"INSTALACIÓN DE NUEVO 
PANTALÁN FLOTANTE EN EL 
PUERTO DE CASTROPOL","40.492,70 €","33.465,04 €","ALMARIN EQUIPOS Y 
SERVICIOS PORTUARIOS, 
SL",,3 MESES,OBRAS,
,"Reparación vehículo matrícula 
4403-LVP (Narcea)","86,72 €","71,67 €","ÁLVAREZ VILLAR DANIEL 
(TALLERES CÉSAR-
BELMONTE)",,15 días,Servicios,
,"Reparación vehículo matrícula 
4495-LVP(P. Oso)","257,00 €","212,40 €","ÁLVAREZ VILLAR DANIEL 
(TALLERES CÉSAR-
BELMONTE)",,15 días,Servicios,
,"ReparacióN vehículo matrícula 
5644-LLR","514,01 €","424,80 €","ÁLVAREZ VILLAR DANIEL 
(TALLERES CÉSAR-
BELMONTE)",,15 días,Servicios,
,"Proyecto de Investigacion para 
la identificacion de 
oportunidades de financiacion 
europea en la restauracion 
ambiental de la R.N.P. de la 
Ría de Villaviciosa","2.178,00 €","1.800,00 €","ALYNA CAPITAL 2020, S.L. 
CIF",,1 mes,Servicios,
,"SAT para Inspección del cable 
tractor del funicular de Bulnes","1.766,60 €","1.460,00 €",Ángel Hermosa Reig,,1 MES,SERVICIO,
,"Reparación vehículo matrícula 
1323-GPZ(Navia-Esva)","185,15 €","153,02 €","ANTON DE FREITAS 
ABELARDO (ABELARDO 
AUTOMOCIÓN)",,15 días,Servicios,
,"Reparación vehículo matrícula 
3421-KSL","280,53 €","231,84 €","ANTON DE FREITAS 
ABELARDO (ABELARDO 
AUTOMOCIÓN)",,15 días,Servicios,
,"Suministro de telescopios 
terrestres especializados en la 
determinación de trofeos de 
caza con destino al Servicio de 
Agentes Medioambientales","13.079,95 €","10.809,88 €","ARMERÍA ÁLVAREZ, S.L.",,1 mes,Suministros,
,"REPARACIÓN DE 
HUNDIMIENTOS EN LA 
CARRETERA VY-2, Cª DE 
PARLERO, VARIOS PP.KK.","45.859,00 €","37.900,00 €","ASFALTOS BALDA, S.L.",,3 MESES,OBRAS,
,"REPARACIÓN DE BACHES 
CON MEZCLA BITUMINOSA 
EN CALIENTE DE LA 
CARRETERA AS-11, 
VEGADEO - PESOZ POR EL 
ALTO DE LA GARGANTA. 
VARIOS PP.KK. ENTRE LOS 
NÚCLEOS POBLACIÓN DE 
SAN PEDRO DE AGÜEIRA Y 
PESOZ","45.592,80 €","37.680,00 €","ASFALTOS BALDA, S.L.",,3 MESES,OBRAS,
,"REPARACIÓN DE BACHES 
CON MEZCLA BITUMINOSA 
EN CALIENTE DE LAS 
CARRETERAS CÑ-2, COAÑA - 
LEBREDO Y FR-6, 
CARRETERA DE LEBREDO, 
VARIOS PP.KK.","48.387,90 €","39.990,00 €","ASFALTOS BALDA, S.L.",,3 MESES,OBRAS,
,"Redacción de Proyectos de 
Obra de actuaciones 
preventivas en la Interfaz 
Urbano-Forestal","17.208,02 €","14.221,50 €","ASTURIAS FORESTAL, 
S.C.",,2 meses,Servicios,
,"REDACCIÓN DE PROYECTO 
DE MEJORA DE LA 
CARRETERA AS-337, 
SOTRONDIO - FIGAREDO. 
TRAMO: P.K. 11+000 AL 
24+300","15.589,64 €","12.884,00 €","BALIA INGENIEROS, S.L.",,12 MESES,SERVICIO,
