NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,CARTUCHO ÓXIDO DE ETILENO 100%,"420,35",,3M ESPAÑA SL,,1 dia,,
,"APOSITO LAMINAS POLIURETANO REFUERZO 
TEJIDO SIN TEJER 8,5X11,5CM","184,80",,3M ESPAÑA SL,,1 dia,,
,"SENSOR PARA MONITORIZACIÓN DE 
TEMPERATURA CENTRAL","330,33",,3M ESPAÑA SL,,1 dia,,
,"APOSITO LAMINAS POLIURETANO REFUERZO 
TEJIDO SIN TEJER 8,5X11,5CM","184,80",,3M ESPAÑA SL,,1 dia,,
,"SENSOR PARA MONITORIZACIÓN DE 
TEMPERATURA CENTRAL","1.321,32",,3M ESPAÑA SL,,1 dia,,
,"APOSITO LAMINAS POLIURETANO REFUERZO 
TEJIDO SIN TEJER 8,5X11,5CM","184,80",,3M ESPAÑA SL,,1 dia,,
,"APÓSITO LÁMINAS POLIURETANO 60X85CM 
ANTIMICROBIANO, ESTERIL","606,76",,3M ESPAÑA SL,,1 dia,,
,"VENDA INMOVILIZACIÓN SINTÉTICA 12CMX3,6M","1.113,20",,3M ESPAÑA SL,,1 dia,,
,"APOSITO ADHESIVO FIJACION CATETER CINTA 
SUJECION 7X8,5CM","9.240,00",,3M ESPAÑA SL,,1 dia,,
,"APOSITO ADHESIVO FIJACION CATETER CINTA 
SUJECION 7X8,5CM","9.240,00",,3M ESPAÑA SL,,1 dia,,
,"APOSITO ADHESIVO FIJACION CATETER CINTA 
SUJECION 7X8,5CM","8.712,00",,3M ESPAÑA SL,,1 dia,,
,"APOSITO ADHESIVO FIJACION CATETER CINTA 
SUJECION 7X8,5CM","8.712,00",,3M ESPAÑA SL,,1 dia,,
,CARTUCHO ÓXIDO DE ETILENO 100%,"891,24",,3M ESPAÑA SL,,1 dia,,
,"BOLSA AISLAMIENTO 50X50CM, ESTÉRIL","534,82",,3M ESPAÑA SL,,1 dia,,
,"SENSOR PARA MONITORIZACIÓN DE 
TEMPERATURA CENTRAL","1.401,18",,3M ESPAÑA SL,,1 dia,,
,"APOSITO ADHESIVO FIJACION CATETER CINTA 
SUJECION 5X5,7CM","1.619,20",,3M ESPAÑA SL,,1 dia,,
,"TIRA ADHESIVA SUTURA CUTÁNEA 6X75MM, 
ESTÉRIL","10.157,40",,3M ESPAÑA SL,,1 dia,,
,"EQUIPO LÍNEA CALENTADOR SANGRE Y 
SOLUCIONES","13.334,20",,3M ESPAÑA SL,,1 dia,,
,"ELECTRODO DESFIBRILADOR ESPUMA 
PREGELADO ADULTO","484,00",,3M ESPAÑA SL,,1 dia,,
,"APÓSITO LÁMINAS POLIURETANO 60X85CM 
ANTIMICROBIANO, ESTERIL","1.213,52",,3M ESPAÑA SL,,1 dia,,
,"SENSOR PARA MONITORIZACIÓN DE 
TEMPERATURA CENTRAL","1.401,18",,3M ESPAÑA SL,,1 dia,,
,"BOLSA AISLAMIENTO 50X50CM, ESTÉRIL","1.069,64",,3M ESPAÑA SL,,1 dia,,
,"TAPÓN DESINFECCIÓN PARA VÁLVULAS SIN 
AGUJAS","635,25",,3M ESPAÑA SL,,1 dia,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO RIESTER 
4MM.REF. 02062","183,92",,AB MEDICA GROUP SA,,1 dia,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO HEINE 
4MM.","707,85",,AB MEDICA GROUP SA,,1 dia,,
,PAPEL ECG TÉRMICO 112MMX30M,"53,24",,AB MEDICA GROUP SA,,1 dia,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO HEINE 
2,5MM.","43,56",,AB MEDICA GROUP SA,,1 dia,,
,Papel registro de datos,"196,02",,AB MEDICA GROUP SA,,1 dia,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO 
WELCHALLYN 2,5MM","446,49",,AB MEDICA GROUP SA,,1 dia,,
,PAPEL ECG TERMICO 80X90MM,"223,85",,AB MEDICA GROUP SA,,1 dia,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO HEINE 
2,5MM.","43,56",,AB MEDICA GROUP SA,,1 dia,,
,"ESPECULO OTICO DESECHABLE PARA 
OTOSCOPIO QUIRURGICO CABEZAL REDONDO 
TIPOWELCHALLYN 4MM","130,68",,AB MEDICA GROUP SA,,1 dia,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO HEINE 
2,5MM.","43,56",,AB MEDICA GROUP SA,,1 dia,,
,"ESPÉCULO ÓTICO DESECHABLE TIPO 
WELCHALLYN 2,5MM","446,49",,AB MEDICA GROUP SA,,1 dia,,
,NE INSUF RENAL REDIALISIS 220ML VAINILLA,"544,93",,ABBOTT LABORATORIES SA,,1 dia,,
,"SUPLEMENTO HIPERCALORICO 
HIPERPROTEICO SARCOPENIA 220ML CAFE","13,20",,ABBOTT LABORATORIES SA,,1 dia,,
,Reactivo determinación metabolito Nicotina,"2.344,86",,ABBOTT LABORATORIES SA,,1 dia,,
,"SUPLEMENTO HIPERCALORICO 
HIPERPROTEICO SARCOPENIA 220ML FRESA","9,90",,ABBOTT LABORATORIES SA,,1 dia,,
,NE INSUF RENAL DIALISIS 220ML FRESA,"178,20",,ABBOTT LABORATORIES SA,,1 dia,,
,"FORMULA COMPLETA ESPECIAL NUTRICION 
ENTERAL","554,83",,ABBOTT LABORATORIES SA,,1 dia,,
,"TIRA REACTIVA PARA DETERMINACION 
GLUCOSA EN SANGRE PARA 
AUTOANALIZADORFREESTYLE OPTIUM NEO 
PACIENTES","15.675,00",,ABBOTT LABORATORIES SA,,1 dia,,
,"TIRA REACTIVA PARA DETERMINACION 
GLUCOSA EN SANGRE PARA 
AUTOANALIZADORFREESTYLE OPTIUM NEO 
PACIENTES","15.675,00",,ABBOTT LABORATORIES SA,,1 dia,,
,"TIRA REACTIVA PARA DETERMINACION 
GLUCOSA EN SANGRE PARA 
AUTOANALIZADORFREESTYLE OPTIUM NEO 
PACIENTES","15.675,00",,ABBOTT LABORATORIES SA,,1 dia,,
,"TIRA REACTIVA PARA DETERMINACION 
GLUCOSA EN SANGRE PARA AUTOANALIZADOR 
FREESTYLE LITE","627,00",,ABBOTT LABORATORIES SA,,1 dia,,
,"NUTRICIÓN ENTERAL HIPERPROTEICA 
NORMOCALÓRICA 500 ML","290,05",,ABBOTT LABORATORIES SA,,1 dia,,
,NE INSUF RENAL DIALISIS 220ML VAINILLA,"356,13",,ABBOTT LABORATORIES SA,,1 dia,,
,"SENSOR SUBCUTÁNEO MEDICIÓN CONTINUA 
GLUCOSA EN TIEMPO REAL LIBRE 3","239,58",,ABBOTT LABORATORIES SA,,1 dia,,
,"SENSOR SUBCUTÁNEO MEDICIÓN CONTINUA 
GLUCOSA EN TIEMPO REAL LIBRE 3","239,58",,ABBOTT LABORATORIES SA,,1 dia,,
,NE INSUF RENAL REDIALISIS 220ML VAINILLA,"544,93",,ABBOTT LABORATORIES SA,,1 dia,,
,NE INSUF RENAL REDIALISIS 220ML VAINILLA,"544,93",,ABBOTT LABORATORIES SA,,1 dia,,
,"NUTRICIÓN ENTERAL HIPERPROTEICA 
NORMOCALÓRICA 500 ML","362,56",,ABBOTT LABORATORIES SA,,1 dia,,
,"NUTRICIÓN ENTERAL VENTILACION MECANICA 
500 ML NEUTRO","641,52",,ABBOTT LABORATORIES SA,,1 dia,,
,"SUPLEMENTO HIPERCALORICO 
HIPERPROTEICO SARCOPENIA 220ML 
CHOCOLATE","9,90",,ABBOTT LABORATORIES SA,,1 dia,,
,NE INSUF RENAL REDIALISIS 220ML VAINILLA,"544,93",,ABBOTT LABORATORIES SA,,1 dia,,
,"SUPLEMENTO HIPERCALORICO 
HIPERPROTEICO SARCOPENIA 220ML CAFE","13,20",,ABBOTT LABORATORIES SA,,1 dia,,
,Reactivo determinación metabolito Nicotina,"2.344,86",,ABBOTT LABORATORIES SA,,1 dia,,
,"FORMULA COMPLETA ESPECIAL NUTRICION 
ENTERAL","901,06",,ABBOTT LABORATORIES SA,,1 dia,,
,"NUTRICIÓN ENTERAL HIPERPROTEICA 
NORMOCALÓRICA 500 ML","362,56",,ABBOTT LABORATORIES SA,,1 dia,,
,"CATETER ANGIOPLASTIA (ATP) PERIFERICO 
BALON 2,5X120MM 150CM","918,34",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"GUÍA ACERO INOXIDABLE RECUBIERTA PTFE 
""J"" 0,025""X145CM","99,86",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,DISPOSITIVO CIERRE ARTERIAL 5-8CH,"9.240,00",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"CATETER ANGIOPLASTIA (ATP) PERIFERICO 
BALON 2,5X120MM 150CM","324,95",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"CATETER ANGIOPLASTIA (ATP) PERIFERICO 
BALON 2,5X120MM 150CM","649,90",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"MARCAPASOS MONOCAMERAL 
MULTIPROGRAMABLE AVANZADO COMPATIBLE 
CON RM SSIRECAMBIO","1.675,70",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"COMUNICADOR DATOS CLINICOS PARA 
DISPOSITIVOS IMPLANTADOS","770,00",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"BATERIA 11V LITIO ASISTENCIA VENTRICULAR 
DE LARGA DURACIÓN","1.698,84",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"CATETER ANGIOPLASTIA (ATP) PERIFERICO 
0,35 BALON DIFERENTES MEDIDAS","611,72",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"Introductores, guías y dilatadores","199,72",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,"CATETER ANGIOPLASTIA (ATP) PERIFERICO 
BALON 2,5X120MM 150CM","324,95",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
,Marcapasos y electrodos,"3.747,40",,ABBOTT MEDICAL ESPAÑA SA,,1 dia,,
