NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
2023001162,Reactivos de laboratorio (Anti-Hsp90). Proyecto CRIO OVOCITOS.,"680,00 €",,ABCAM (NETHERLANDS) B.V.,,1 día,Suministros,
2023001163,Reactivos de laboratorio (Normal Goat Serum). Proyecto CRIO OVOCITOS.,"280,00 €",,ABCAM (NETHERLANDS) B.V.,,1 día,Suministros,
CONP/2023/9306,"Adecuacion de la infraestructura de cableado de electricidad y datos en el 
SERIDA en las fincas de Villaviciosa y Grado","23.927,60 €",,"ABNET SISTEMAS, S.L.",,2 meses,Obra,
2023001800,"Suministro de Kit de extracción de ADN QIAamp PowerSoil Pro DNA kit de 
columnas. Proyecto de investigacion GRUPIN NYSA IDI/2021/000102","589,27 €",,"ACEFE, S.A.",,1 día,Suministros,
2023001801,"Suministro de 1 kit ADN QIAamp Powerfecal Pro de 50 Proyecto LABACA 
(CAPSA)","665,08 €",,"ACEFE, S.A.",,1 día,Suministros,
2023001562,Servicio de trabajos de rapa de ovejas del SERIDA (Illano y Grado),"1.158,09 €",,ADRIANO BORRAS GARGALLO,,1 dia,Servicios,
2023001549,"Topas 200EW 500 ml, ortiva 1L y funda tyvek classic 2XL PROYECTO 
INCREASE_REM_AFECTADO","191,15 €",,"AGRICOLA CUELI, S.L.",,1 dia,Suministros,
2023001692,Armicarng 5 kg. Proyecto de investigacion PID2021-123919OB-I00,"133,65 €",,"AGRICOLA CUELI, S.L.",,1 día,Suministros,
2023001823,"Serenade aso 5L, v fos soap L y bandejas de riego 54*39*9. Proyecto de 
investigacion IDI/2021/000104 (SUSTCROP)","192,76 €",,"AGRICOLA CUELI, S.L.",,1 día,Suministros,
2023001853,"Megafol L, basacote plus 9M 25 KG, turba tray 20/80 70 L.","482,03 €",,"AGRICOLA CUELI, S.L.",,1 día,Suministros,
2023002099,"Suministro Válvula antideslizante azul D25, vibronet 40l/H","484,00 €",,"AGRICULTURA VERDE, S.L.",,1 día,Suministros,
2023000979,"Reparación de tractor Lamborghini 674-70 E-9075-BBN (recoger tractor, 
reparar radiador por pérdida de agua, líquido refrigerante)","611,91 €",,AGROEM S.L.,,1 dia,Servicios,
2023001583,"Motobomba benza BRP100, mangera de aspiración","301,35 €",,AGROJARDÍN TAMARGO SL,,1 día,Suministros,
2023001723,Reparación de barrera cuadra Deva,"496,10 €",,AGROLAVAL S.L.,,1 día,Servicios,
CONP/2023/10274,Suministro cámara 3D,"16.342,26 €",,AGROLAVAL S.L.,,60 días,Suministros,
2023002178,Instalación vertedero acero inoxidable y grifo mezclador en nave ganado,"968,00 €",,AJ INSTALACIONES C.B.,,1 día,Servicios,
