NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Mantenimiento coche, Cambio aceite y discos freno 
2497LCJ","544,67 €","450,14 €",Abelardo de Antón Freitas (Abelardo automoción),,1 mes,Servicio,
,Reparación equipos pesca eléctrica,"284,35 €","235,00 €",Acuitec S.L,,1 mes,Servicio,
,"Servicio de catering que proporcione las comidas tipo 
cóctel que se van a dar en las Jornadas sobre Ayudas 
Directas, que se van a celebrar en el Centro Niemeyer 
de Avilés, entre los días 5 y 7 de junio","6.563,70 €","5.967,00 €",Agroalimentaria Judith,,2 Días,Suministro,
,"Apoyo a la promoción y divulgación del patrimonio 
natural del Principado de Asturias","1.694,00 €","1.400,00 €",Agrupación Fotográfica Cabo Peñas,,hasta el 30 de diciembre de 2024,Servicio,
,"Mantenimiento preventivo de la instalacion de gases del 
Laboratorio de Sanidad Vegetal","750,20 €","620,00 €","Air Liquide España, S.A.",,1 mes,Servicio,
,"Servicio de diseño de imagen grafica de la marca 
""Mercados del Paraiso Natural""","1.811,37 €","1.497,00 €",Alberto Suarez Fernández,,2 meses,Servicio,
,"Alquiler 4 vehículos Dacia Duster 4X4 o similar Oficinas 
Comarcales","8.349,00 €","6.900,00 €","Alvemaco Rent, SL",,3 MESES,Suministro,
,Material imprenta,"10.769,00 €","8.900,00 €",Área Impresión S.L.L.,,hasta el 30 de septiembre de 2024,Suministro,
,"Mejora del firme del camino a Quintá (Santa Eulalia de 
Oscos)","48.037,00 €","39.700,00 €","Asfaltos Balda, S.L.",,1 mes,Obra,
,"Adquisición 7000 botes de rosca con contratapa para 
toma de muestras CONP/2024/5826","3.053,86 €","2.523,85 €","Asturlab Asturias, S.L.",,1 Mes,Suministro,
,"Adquisicion de bolsas de plastico y bridas para muestras 
vegetales CONP/2024/7584","307,26 €","253,93 €","Asturlab Asturias, S.L.",,1 Mes,Suministro,
,Revisión y mantenimiento de las botellas de buceo,"1.182,47 €","977,25 €",Asturtecnia SL,,Un (1) mes,Servicio,
,Aceite para destructora de papel,"57,45 €","47,48 €",Asuagar 1948 SL,,Una (1) semana,Suministro,
,"Adquisicion de deshumidificador para la CIA Boal 
(dependiente OCA Vegadeo)","345,00 €","285,12 €","Asval Norte, SL",,1 MES,Suministro,
,Reparación de vehículo 7907-GCD,"334,30 €","350,00 €",Auto Center Principado S.L.,,5 dias,Servicio,
,Mantenimiento Suzuli Jimny 3567 LCS,"844,01 €","697,53 €","Auto Center Principado, S.L.",,10 Días,Asistencia,
,"Mantenimiento vehículo Ssang Yong modelo Rexton 
7354MLV. Sustitución de neumáticos","680,70 €","562,56 €","Auto Center Principado, S.L.",,10 Días,Asistencia,
,"Servicio de transporte para las visitas previstas, en las 
Jornadas sobre Ayudas Directas de la PAC, que se 
celebrarán en el Centro Niemeyer de Avilés entre los 
días 5 al 7 de junio.","1.760,00 €","1.600,00 €","Autocares Mariano, S.L.",,1 Día,Servicio,
,"Servicio de sustitucion de neumatico para vehiculo 
citroen berlingo","197,00 €","162,81 €","Autocenter Principado, S.L.",,1 mes,Servicio,
,"Renovación Póliza de Seguro para el Dron MAVIC 3 
PRO MTOM","203,76 €","188,41 €","Bango Correduria de Seguros, S.A.",,11/09/2025,Servicio,
,"Seguimiento arqueológico de afección al Camino de 
Santiago de la red de caminos de la zona de C.P. de 
Parroquia de Borres (Tineo)","2.159,85 €","1.785,00 €",Bernardino Santos Diaz Nosty,,2 meses,Asistencia,
,"Seguimientos arqueologicos de obras de red de caminos 
en la zona de CP. De Santiago (Valdes)","2.930,62 €","2.422,00 €",Bernardino Santos Diaz Nosty,,12 meses,Asistencia,
,Suministro de reactivos para analisis de salmonela,"818,75 €","676,65 €","Biomerieux España, SAU.",,1 mes,Suministro,
,"Estudio distribución, propuesta de áreas críticas y 
marcaje de madreperla de río en la cuenca del Río 
Narcea","18.392,00 €","15.200,00 €",Biosfera Consultoría Medioambiental S.L.,,hasta el 30 de diciembre de 2024,Servicio,
,"Promocion de las marcas de calidad de queso asturiano, 
integradas en ""Alimentos del Paraiso Natural"", con 
motivo de la feria ""Fromago"".","16.819,00 €","13.900,00 €","Bizkares Biosolutions, S.L.",,4 dias,Servicio,
,"Servicio de Promocion de la marca ""Alimentos del 
Paraiso Natural"" en el Festival Interceltico de Lorient 
2024","16.940,00 €","14.000,00 €","Bizkares Biosolutions, S.L.",,7 dias,Servicio,
,"Redacción del proyecto de ordenación del MUP nº381 
""Pumar de las Montañas""","12.650,00 €","11.500,00 €","Certas Forestal, S.L.",,4 meses,Servicio,
,Suministro de un reactivo,"592,90 €","490,00 €",Chemlabor SL,,Un (1) mes,Suministro,
,Adquisición de papel plotter 2024,"99,70 €","82,40 €","Comercial Urones, S.L.",,15 días,Suministro,
,"Patrocinio de los ""Premios Agroalimentarios de Asturias 
2024"" por la marca ""Alimentos del Paraiso Natural"" en la 
Feria ""AGROPEC""","7.260,00 €","6.000,00 €","Comercializadora de Medios de Asturias, S.L.",,4 dias,Servicio,
,"Suministro de bolsitas de Moscovitas para el detalle de 
bienvenida a los participantes en las Jornadas sobre 
Ayudas Directas de la PAC, que se celebrarán en el 
Centro Niemeyer de Avilés entre los días 5 al 7 de junio.","526,35 €","478,50 €","Confiteria Rialto, S.L.",,1 Día,Suministro,
,"Acondicionamiento y mejora de pistas en Cangas del 
Narcea","39.998,01 €","33.056,21 €","Construcciones y Excavaciones Arturo Mesa, S.L.",,2 meses,Obra,
,Suministro maíz cebaderos,"57,75 €","52,50 €","Cooperativa de agricultores, consumidores y usuarios 
del concejo de Gijón, S. Coop. Astur",,1 mes,Suministro,
,"Redacción de Proyectos de Obra de repoblación en la 
Comarca Noroccidental. Concejos de Valdés y Tineo","7.001,50 €","6.365,00 €","Coviastur, S.L.",,3 meses,Servicio,
,"Elaboración de proyecto de mejora de camino entre 
Teixideiro y Gallinero (Cudillero)","4.324,06 €","3.573,60 €","Coviastur, S.L.",,3 meses,Asistencia,
,"Elaboración de la cartografia de la zona con solicitud de 
C.P. de Merás (Valdes)","17.666,00 €","14.600,00 €","Coviastur, S.L.",,4 meses,Asistencia,
,"Elaboración de proyecto de mejora de camino entre 
Mondín y los Andaluces (Nava)","1.640,26 €","1.355,59 €","Coviastur, S.L.",,2 meses,Asistencia,
,Reparación Vehículo Nissan Pickup 9417DSZ,"4.195,63 €","3.467,46 €","Cyasa, Comercio y Asistencia S.A.",,30 días,Servicio,
,Sustitución cerradura Edificio La Salmonera,"326,70 €","270,00 €",David Corte López,,1 mes,Servicio,
,Calzado laboral,"89,00 €","73,55 €",Deportes Asturias SL,,Una (1) semana,Suministro,
,"Equipamiento para buceo (equipo comunicación para 
máscara y ordenador de pulsera)","1.203,83 €","994,90 €",Deportes Pardo SL,,Una (1) semana,Suministro,
,"Suministro de material óptico y de iluminación para 
vigilancia pesquera","13.595,09 €","11.235,61 €",Deportes Pardo SL,,Tres (3) meses,Suministro,
,"Suministro de puntas de pipeta para la realización de 
diferentes técnicas analíticas en el Laboratorio de 
Sanidad Animal","8.179,60 €","6.760,00 €","Dismed, S.A.",,1 mes,Suministro,
,Suministro de puntas de pipeta y tubos para analisis,"387,20 €","320,00 €","Dismed, S.A.",,1 mes,Suministro,
,"Suministro de productos para PCR del Laboratorio de 
Sanidad Vegetal","1.554,56 €","1.284,76 €","Dismed, S.A.",,2 meses,Suministro,
,"Suministro de puntas de pipeta para la realización de las 
técnicas de PCR a tiempo real","2.787,16 €","2.303,44 €","Dismed, S.A.",,1 mes,Suministro,
,"Suministro de placas y otros productos necesarios para 
la realización de las técnicas PCR a tiempo real","1.045,68 €","864,20 €","Dismed, S.A.",,1 mes,Suministro,
,"Suministro de cuatro ventiladores torre para el 
Laboratorio de Sanidad Vegetal","212,48 €","175,60 €","Dismed, S.A.",,1 mes,Suministro,
,"Reparacion de camara frigorifica del Laboratorio de 
Sanidad Vegetal","108,09 €","89,33 €","Dismed, S.A.",,1 mes,Servicio,
,"Instalación de aislante en pared interior y colocación de 
trasdosado de pladur en la Oficina Comarcal de Grado","1.765,05 €","1.458,72 €",Donato Velasco Almeida,,1 MES,Obra,
,"Proyecto Piloto de Siembra de Especies de Roble (Q. 
robur) en Coaña","8.580,00 €","7.800,00 €","Egysa, S.A.",,2 meses,Obra,
,"Reparación y mejora del Camino Real del Sellón GR-
102, tramo entre El Campo y Collao Moñu (Caso)","36.144,87 €","29.847,00 €","Excavaciones Solís Vega, S.L.",,2 meses,Obra,
,"Mejora de pista Forestal en monte Gorfoli, en el concejo 
de Llanera","31.702,00 €","26.200,00 €","Excavaciones y Transportes Emilio, S.L.",,3 meses,Obra,
,"Reparación del acceso a el Brañalín y de la subida al 
Cuitu Negro (Lena)","47.793,38 €","39.498,66 €","Excavaciones y transportes Emilio, S.L.",,2 semanas,Obra,
,Adecuación de camino en Sanzo (Pesoz),"44.910,48 €","37.116,10 €","Excavaciones y transportes Quintela, S.L.",,1 mes,Obra,
,"Adquisicion de repelente para garrapatas y mosquitos 
para los servicios veterinarios oficiales 
CONP/2024/7214","1.293,50 €","1.069,01 €","Farmacia Corredoria, C.B.",,1 Mes,Suministro,
,"Medidas preventivas osos habituados en entornos 
humanizados","18.029,00 €","14.900,00 €",FOA,,hasta el 15 de diciembre de 2024,Servicio,
,"Servicio atención especializada cuidados centro de cria 
del urogallo","1.875,50 €","1.550,00 €",FOA,,hasta el 31 de octubre de 2024,Servicio,
,"Tratamientos Selvicolas en el Cerro Tresgrandas, MUP 
""Sierra Plana de la Borbolla"" Llanes","38.115,00 €","31.500,00 €","Foresma, S.L.",,3 meses,Obra,
,"Actuaciones en pastizales Brañas de Belmonte. Concejo 
de Belmonte de Miranda","43.890,00 €",39.900.00,"Foresma, S.L.",,2 meses,Obra,
,"Alquiler del espacio denominado “Caja Escénica”, y de 
todas las necesidades técnicas, de mobiliario y personal,","8.360,53 €","6.909,53 €","Fundación Centro Cultural Internacional Oscar 
Niemeyer, Principado de Asturias",,3 Días,Servicio,
,"Análisis de la actividad pesquera de la flota asturiana en 
el ámbito del Sistema de Cañones Submarinos de Avilés","7.075,50 €","5.847,52 €",Fundación Universidad de Oviedo,,Dos (2) meses,Servicio,
,"Ejecución por emergencia del servicio de tratamiento 
fitosanitario urgente para el control de La Lymantria","5.808,00 €","4.800,00 €","Galca, S.L.",,1 mes,Servicio,
,"Obras en la pista de ""El Ruchu"" en el MUP 253 
""Valgrande"" Lena","43.457,15 €","35.915,00 €",German Gonzalez Tuñon,,3 meses,Obra,
,"Suministro pasaportes para animales de compañía 
CONP/2024/7067","8.712,00 €","7.200,00 €","Graficas Fortuny, S.L.",,1 Mes,Servicio,
,"Reparación de humedades en la OCA de Cangas de 
Onís y Arriondas.","2.510,75 €","2.075,00 €","Humedades estructurales, SL",,3 MESES,Obra,
,"Patrocinio del ""IX Festival del Arandano y Frutos Rojos 
2024"" por la marca ""Alimentos del Paraiso Natural""","1.210,00 €","1.000,00 €",Ignacio Calviño Gonzalez-Cometa Verde,,3 dias,Servicio,
,"Adquisición de material de oficina para la elaboración de 
títulos de propiedad de concentración parcelaria de 
carácter privado","913,55 €","755,00 €","Imprenta Otero, S.L.",,15 días,Suministro,
,"Servicio de edición y colocación en Consultorios del 
cartel de imagen de la red de Oficinas Comarcales del 
Principado de Asturias","3.162,94 €","2.614,00 €","Impresores del Principado, SL",,21 DIAS,Servicio,
,"Reparacion de camara frigorifica del departamento de 
campañas","300,93 €","248,70 €","Industrial Frigorífica de Avilés, S.L.U.",,1 mes,Servicio,
