NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
SUM 15/2023/GAB,"Catering durante el acto de entrega Medallas de 
Asturias 2023","440,00 €","400,00 €","AGROALIMENTARIA 
JUDITH S.L.",B74429598,1 día,Suministros,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""13/07/2023""}]"
PRI 1/2023/GAB,"Caterin en reunión del Presidente con alcaldes 
asturianos","1.298,00 €","1.180,00 €","CATERING MALENA 
S.L.",B74290321,1 día,Servicios,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""05/09/2023""}]"
SUM 17/2023/GAB,Consumibles alimentación y limpieza,"291,74 €","263,40 €","CENTROS 
COMERCIALES 
CARREFOUR S.A.",A28425270,15 días,Suministros,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""30/08/2023""}]"
SUM 18/2023/GAB,Sellos de caucho,"108,90 €","1.399,90 €","COMERCIAL MANUEL 
URONES S.L.",B33298738,15 días,Suministros,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""12/06/2023""}]"
SER 11/2023/GAB,Enmarcación diversos objetos,"261,36 €","216,00 €","FRANCISCO JAVIER 
FERNÁNDEZ ROMERO",***9838**,2 meses,Servicios,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""19/07/2023""}]"
SUM 19/2023/GAB,Caterin septiembre-octubre 2023*,"660,00 €","600,00 €",JAVIARANCH S.L.,B33419581,2 meses,Suministros,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""29/08/2023""}]"
SER 12/2023/GAB,"Sonorización y megafonía en reunión del Presidente 
con alcaldes asturianos","387,20 €","320,00 €","JOSE LUIS VÁZQUEZ 
SUÁREZ",***0448**,1 día,Servicios,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""05/09/2023""}]"
SUM 14/2023/GAB,Arcas artesanales de madera,"3.993,00 €","3.300,00 €","MARIA TERESA 
LORENCES RIESGO",***5384**,4 meses,Suministros,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""15/07/2023""}]"
SER 21/2023/COM,Difusión publicitaria en Mi Gijón.com,"1.815,00 €","1.500,00 €","PERSONAS 
COMUNICACIÓN Y 
PUBLICIDAD S.L.",B02858371,15 días,Servicios,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""07/08/2023""}]"
SER 19/2023/COM,El rincón del Sibarita COPE Asturias,"3.500,00 €","2.892,56 €",RADIO POPULAR S.A.,A28281368,2 meses,Servicios,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""11/07/2023""}]"
SER 13/2023/GAB,"Seguro de responsabilidad civil y patrimonial en acto 
de entrega de Medallas de Asturias 2023","190,37 €","190,37 €","REALE SEGUROS 
GENERALES S.A.",A78520293,1 día,Servicios,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""24/08/2023""}]"
SER 10/2023/GAB,"Mensajería en envío de localidades acto entrega 
Medallas de Asturias","4.265,25 €","3.525,00 €","RED ASTUR DE 
ENVÍOS S.L.U.",B24491979,5 días,Servicios,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""14/07/2023""}]"
SUM 16/2023/GAB,Insignias institucionales,"1.706,10 €","1.410,00 €",TROFEOS TONI S.L.,B74439829,10 días,Suministros,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""19/07/2023""}]"
