NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
CONP/2023/10802,"Reparación de depósito de urea de vehículo Citroën 
C4 7335JKP","1.111,02 €","918,20 €",AUTO GOMAS S.A.,A39000575,3 días,Servicios,"[{""column"": ""Dirección General"", ""value"": ""DIRECCIÓN GENERAL \nDEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""15/09/2023""}]"
100000908,"Servicio de limpieza y jardinería de la Escuela de 
Seguridad Pública del Principado de Asturias 
(ESSPA)","2.919,15 €","2.415,51 €","BEDUNDE CENTRO 
ESPECIAL DE EMPLEO 
S L",B74388570,3 MESES,Servicios,"[{""column"": ""Dirección General"", ""value"": ""ESCUELA DE \nSEGURIDAD PÚBLICA \nDEL PRINCIPADO DE \nASTURIAS (ESSPA) \nADSCRITA AL IAAP \n“ADOLFO POSADA”""}, {""column"": ""Fecha de adjudicación"", ""value"": ""01/07/2023""}]"
CONP/2023/8350,"Impartir formación ""Control de calidad en el ámbito 
de la obra civil, área de hormigones","2.662,00 €","2.200,00 €","CENTRO DE 
ESTUDIOS DE 
MATERIALES Y 
CONTROL DE OBRA, 
S.A. (CEMOSA)",A29021334,4 semanas,Servicios,"[{""column"": ""Dirección General"", ""value"": ""SERVICIO DE \nFORMACIÓN DEL IAAP \n“ADOLFO POSADA”""}, {""column"": ""Fecha de adjudicación"", ""value"": ""14/09/2023""}]"
1300001669,"Curso “¿Por que hidrogeno y por que ahora? Vector 
para un futuro energetico, limpio, seguro y asequible”-
La Granda","3.025,00 €","2.500,00 €","COLEGIO OFICIAL DE 
INGENIEROS DE 
MINAS",Q3370005E,1 día,Servicios,"[{""column"": ""Dirección General"", ""value"": ""DIRECCIÓN GENERAL \nDE ENERGÍA, MINERÍA \nY REACTIVACIÓN""}, {""column"": ""Fecha de adjudicación"", ""value"": ""26/07/2023""}]"
CONP/2023/8286,"Servicio para la visualización de proyectos 
industriales desarrollados en el Principado de 
Asturias vinculados con la Estrategia de Transición 
Energética Justa de Asturias","12.200,13 €","10.082,75 €","CONECTA INDUSTRIA 
INFORMACIÓN, S.L.",B02953867,4 meses,Servicios,"[{""column"": ""Dirección General"", ""value"": ""SERVICIO DE \nENERGÍAS \nRENOVABLES Y \nEFICIENCIA \nENERGÉTICA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""25/07/2023""}]"
CONP/2023/7351,"Apoyo para el establecimiento de los criterios a 
incluir en una nueva I.T. para el aseguramiento de la 
calidad de los sitemas automáticos de medida (SAM) 
de emisiones a la atmósfera en focos de 
instalaciones industriales del Principado de Asturias","14.943,50 €","12.350,00 €","ENVIRA SOSTENIBLE, 
S.A.",A33062407,4 meses,Servicios,"[{""column"": ""Dirección General"", ""value"": ""DIRECCIÓN GENERAL \nDE CALIDAD DEL AGUA \nY CAMBIO CLIMÁTICO""}, {""column"": ""Fecha de adjudicación"", ""value"": ""17/07/2023""}]"
CONP/2023/6943,"Impartir formación en UNE-EN ISO 16140-3: 
Protocolo para la verificación en un único laboratorio 
de métodos de referencia y de métodos alternativos 
validados","3.339,60 €","2.760,00 €","GABINETE DE 
SERVICIOS PARA LA 
CALIDAD, S.L.",B80858103,8 semanas,Servicios,"[{""column"": ""Dirección General"", ""value"": ""SERVICIO DE \nFORMACIÓN DEL IAAP \n“ADOLFO POSADA”""}, {""column"": ""Fecha de adjudicación"", ""value"": ""14/09/2023""}]"
CONP/2023/7545,"Redacción del proyecto de eliminación de 
infiltraciones en colector y alerta de inundación en la 
zona del puerto de Ribadesella","9.073,31 €","7.498,60 €","IDEAS Y FUTURO 
INGENIERÍA S.L.",B74329996,3 meses,Servicios,"[{""column"": ""Dirección General"", ""value"": ""DIRECCIÓN GENERAL \nDEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""28/08/2023""}]"
CONP/2023/9310,"E instalación de un equipo de climatización en la 
estación de control de calidad del aire Sama I","1.681,90 €","1.390,00 €","MARIANO LÓPEZ 
VEGA",***9188**,3 semanas,Suministros,"[{""column"": ""Dirección General"", ""value"": ""DIRECCIÓN GENERAL \nDE CALIDAD DEL AGUA \nY CAMBIO CLIMÁTICO""}, {""column"": ""Fecha de adjudicación"", ""value"": ""31/07/2023""}]"
DECO/2023/27315,"Sustitucion de la cerradura de acceso a las 
dependencias de la UMAC de Oviedo","145,20 €","120,00 €","MIGUEL CERRAJERO 
E HIJO, C.B.",E74191727,1 día,Servicios,"[{""column"": ""Dirección General"", ""value"": ""DIRECCIÓN GENERAL \nDE EMPLEO Y \nFORMACIÓN""}, {""column"": ""Fecha de adjudicación"", ""value"": ""13/09/2023""}]"
