NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Servicio de instalación de tomas y el cableado para la puesta en marcha del
Software “Pase-Espere” del Proyecto Quenda en cinco (5) Centros de Salud
dependientes de la Gerencia del Área Sanitaria VI-Arriondas","16.335,48 €",,"ADOBER ELECTRICIDAD, S.L.",,1 mes,Servicios,
,"Servicio de Mantenimiento Integral de los 8 Gabinetes Dentales ubicados en los
Centros de Salud dependientes de la Gerencia del Área Sanitaria VI","3.623,95 €",,ASVADENT S.L.,,12 meses,Servicios,
,"Servicio de Mantenimiento Integral de
la Planta Concentrado de Acido del
Servicio de Hemodiálisis de la Gerencia del Área Sanitaria VI-Arriondas","1.213,42 €",,BAXTER S.L.,,6 meses,Servicios,
,"Servicio
de
Calibración
con
franquicia
del
Equipo Air
Ideal
del
Servicio
de
Mantenimiento de la Gerencia del Área Sanitaria VI-Arriondas","1.283,81 €",,BIOMERIEUX ESPAÑA S.A.,,12 meses,Servicios,
,"Estudio de la capacidad portante del
forjado para
la instalación de equipos
pesados en el Area de Laboratorio del HOA, dependiente de la Gerencia del Area
Sanitaria VI-Arriondas","2.541,00 €",,"CENTRO DE ANALISIS Y ESTRUCTURAS, S.A.",,1 mes,Servicios,
,"Servicio de mantenimiento de los Sistemas Anticaida del Hospital del Oriente de
Asturias, Centro de Salud de Infiesto y Centro de Salud de Llanes, dependientes
de la Gerencia del Area Sanitaria VI-Arriondas","1.197,90 €",,"CUETO Y MERINO VERTICAL, S.L.",,12 meses,Servicios,
,"Servicio
de Mantenimiento
Preventivo
de
las
Instalaciones
del
Centro
de
Transformación de la Gerencia del Área Sanitaria VI-Arriondas","1.016,40 €",,"EDP CLIENTES, S.A.U",,12 meses,Servicios,
,"Servicio de Mantenimiento y Limpieza de las campanas de extracción y filtros de
la cocina del Hospital del Oriente de Asturias, dependiente de la Gerencia del
Área Sanitaria VI-Arriondas","3.224,28 €",,FILTRO-NET S.L.,,12 meses,Servicios,
,"Servicio de verificación de 8 Básculas de los centros dependientes de la Gerencia
del Área Sanitaria VI-Arriondas","1.430,22 €",,FUNDACION IDONIAL,,12 meses,Servicios,
,"Servicio
de
Cualificación
de
las
Cabinas
de
Flujo
Laminar
ubicadas
en
el
Laboratorio y la Farmacia del Hospital del Oriente de Asturias, dependiente de la
Gerencia del Área Sanitaria VI-Arriondas","423,50 €",,"IBERICA DE MANTENIMIENTO, S.A.",,12 meses,Servicios,
,"Servicio de Mantenimiento Preventivo del equipo Thermoflator ubicado en el
Quirófano del Hospital del Oriente de Asturias, dependiente de la Gerencia del
Área Sanitaria VI-Arriondas","955,90 €",,"KARL STORZ ENDOSCOPIA IBERICA, S.A.",,12 meses,Servicios,
,"Suministro, en régimen de arrendamiento, de un (1) equipo multifunción Tipo 3
con destino al Centro de Salud de Amieva, dependiente de la Gerencia del Área
Sanitaria VI- Arriondas","567,25 €",,"NEA F3 MASTER S.L.,",,12 meses,Suministros,
,"Suministro, en régimen de arrendamiento, de un (1) equipo multifunción Tipo 3
con destino al Servicio de Atención al Usuario (SAU) del Hospital del Oriente de
Asturias, dependiente de la Gerencia del Área Sanitaria VI- Arriondas","567,25 €",,"NEA F3 MASTER S.L.,",,6 meses,Suministros,
,"Servicio de
calibración de
Estufa del
Laboratorio de Microbiología del HOA
(marca SHELLAB), dependiente de la Gerencia del Área Sanitaria VI-Arriondas","1.421,15 €",,"RAFAEL MOREO, S.L.",,12 meses,Servicios,
,"Servicio de mantenimiento y conexión a central de alarma del Centro de Salud
de Ribadesella dependiente de la Gerencia del Área Sanitaria VI-Arriondas","696,24 €",,SECURITAS DIRECT ESPAÑA S.A.U,,12 meses,Servicios,
,"Servicio de Mantenimiento y Conexión del Sistema de Alarma del Hospital del
Oriente de Asturias dependiente de la Gerencia del Área Sanitaria VI-Arriondas","430,23 €",,TAPIA ELECTROACÚSTICA S.L.,,12 meses,Servicios,
,"Servicio de Control de Accesos de las Áreas de Archivos e Informática y Bajo
Cubierta del Hospital del Oriente de Asturias, dependiente de la Gerencia del
Área Sanitaria VI-Arriondas","1.168,99 €",,TYCO ONTEGRATED S.L.,,12 meses,Servicios,
