NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Reparación de caja de seguridad de la Dirección General de Vivienda.,"544,50 €","450,00 €","Aperkey, S.L",,1 mes,Servicio,
,Servicio de comisariado para la exposición de Iratxe Esteve Cuesta en la sala Borrón,"1.250,00 €","1.250,00 €",Daniel Acuña Álvarez,,Del 12 de marzo al 24 de mayo de 2024,Servicio,
,Servicio de asesoria para la elaboración del borrador de la Ley LGTBI de Asturias,"18.143,95 €","14.995,00 €",Fundación Universidad de Oviedo,,12 meses,Servicio,
,Servicio de impresión de los materiales promocionales Culturaquí 2024,"4.696,80 €","4.150,00 €","Imprenta Goymar, S.L.",,Hasta el 30 de diciembre de 2024.,Servicio,
,"Servicio de Asistencia Técnica para los trabajos de levantamiento topográfico 3D/2D, como apoyo 
a la redacción de un proyecto de ejecución de cuatro viviendas de promoción pública, a realizar 
sobre los antiguos apartamentos turísticos propiedad del Principado de Asturias, en Sela de Llan 
(Taramundi)","1.808,95 €","1.495,00 €",Ingeniería Hito 1 S.L.,,"Primera fase: 15 días. 
Segunda fase: 21 días a partir de la 
recepción positiva de los trabajos de la 
primera fase",Servicio,
,"Servicio de asistencia técnica para realizar los trabajos de levantamiento topográfico y de 
georreferenciación, necesarios para la redacción de los proyectos y ejecución de las obras de 
construcción de viviendas de promoción pública que se van a desarrollar en tres parcelas 
situadas en las localidades de Benia de Onís, Colunga y Pola de Laviana","1.936,00 €","1.600,00 €",Ingeniería y Geología Consultores SL,,25 días,Servicio,
,"Conexión anual a central receptora de la alarma del Centro de Formación del Consumidor de 
Ribadesella","436,00 €","360,33 €",Instalaciones Globales de Seguridad S.L.,,12 meses,Servicio,
,"Servicio de Asistencia Técnica para la Redacción de Proyecto de Infraestructura Común de 
Telecomunicaciones, como trabajo complementario a incluir en la redacción del Proyecto Básico 
y de Ejecución de 12 viviendas de promoción pública y trasteros en San Juan de la Arena (Soto 
del Barco)","338,80 €","280,00 €",Pedro García Blanco,,20 días,Servicio,
,Suministro de marco y enmarcación para la reparación de la obra de Paula Blanco,"133,10 €","110,00 €",Pedro García Durán,,1 semana,Mixto,
,Servicio de diseño de los materiales Culturaquí 2024,"4.126,10 €","3.410,00 €","Publi Forma Print, S.L.",,Hasta el 30 de septiembre de 2024,Servicio,
,"Mantenimiento anual de la caldera de calefacción del Centro de Formación del Consumidor de 
Ribadesella","127,05 €","105,00 €","Tecno Oriente Astur, S.L.",,12 meses,Servicio,
,"Servicio de asistencia técnica para la redacción de los estudios geotécnicos necesarios para la 
redacción de los proyectos y ejecución de las obras de construcción de viviendas de promoción 
pública que se van a desarrollar en cuatro parcelas situadas en las localidades de Benia de onís, 
Colunga, Pola de Laviana y Turón","13.552,00 €","11.200,00 €",Terratec Geotecnia y Sondeos,,40 días,Servicio,
