NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
CONP/2024/6386,"Desinfección, desinsectación, desratización en el almacen-archivo 
situado en C/ Juan M. Sánchez Ocaña Serrano, 9, Oviedo","1.573,00",,"Joaquin Ardura Gonzalez , (SANYCONTROL)",***7146**,,ECONOMICO ADMINISTRATIVO,
CONP/2024/7180,"Redacción de proyecto técnico y estudio básico de seguridad para 
adecuación de aseos y office en la Oficina de Empleo III, c/ Juan de 
Austria, s/n (Gijón)","4.174,50",,INERZIA DESARROLLOS TÉCNICOS S.L,B74331638,,ECONOMICO ADMINISTRATIVO,
CONP/2024/7891,Reparación urgente de fuga de agua en oficinas de Zuvillaga,"276,03",,"ASTURIANA DE MANTENIMIENTO PREVENTIVO 
S.L.",B33098039,,ECONOMICO ADMINISTRATIVO,
CONP/2024/5842,Suministro de frigorífico para la Oficina de Empleo Avilés II,"450,00",,MIGUEL CUERVO ELECTRODOMÉSTICOS S.L.,B33595182,,ECONOMICO ADMINISTRATIVO,
CONP/2024/7768,Suministro de material de oficina no inventariable,"187,79",,COMERCIAL MANUEL URONES S.L.,B33298738,,ECONOMICO ADMINISTRATIVO,
CONP/2024/6101,"Pintura de paramentos interiores en oficinas del Servicio Público de 
Empleo del Principado de Asturias (SEPEPA) Lote 1: Oficinas de Llanes, 
Cagas de Onis e Infiesto","Lote 1: 
14.458,77 €",,PINTURAS LUARCA S.L.,B33535394,,ECONOMICO ADMINISTRATIVO,
CONP/2024/6101,"Pintura de paramentos interiores en oficinas del Servicio Público de 
Empleo del Principado de Asturias (SEPEPA) LOTE 2: Oficinas de 
Grado, Pravia, Tineo, Navia y Vegadeo","Lote 2: 
15.877,43 €",,PINTURAS LUARCA S.L.,B33535394,,ECONOMICO ADMINISTRATIVO,
CONP/2024/6101,"Pintura de paramentos interiores en oficinas del Servicio Público de 
Empleo del Principado de Asturias (SEPEPA) LOTE 3: Oficinas centrales 
C/Marques de Teverga 16, Oviedo","Lote 3 : 
16.415,02 €",,PINTURAS LUARCA S.L.,B33535394,,ECONOMICO ADMINISTRATIVO,
SIL 24/36,Material oficina,"676,72",,"COMERCIAL MANUEL URONES, S.L.",B33298738,,INTERMEDIACIÓN LABORAL,
SIL 24/37,Papel,"863,29",,SUMINISTROS INTEGRALES GRANDA XXI SLL,B74328196,,INTERMEDIACIÓN LABORAL,
SIL 24/38 CONP/2024/6556,Toner,"357,56",,COMERCIAL HIDALGO ALONSO SL,B33114695,,INTERMEDIACIÓN LABORAL,
SIL 24/39 CONP/2024/6569,Toner,"96,56",,"COMERCIAL MANUEL URONES, S.L.",B33298738,,INTERMEDIACIÓN LABORAL,
SIL 24/40 CONP/2024/6572,Toner,"185,13",,COMERCIAL HIDALGO ALONSO SL,B33114695,,INTERMEDIACIÓN LABORAL,
SIL 24/41 CONP/2024/6633,Carpetas ofertas empleo,"652,19",,IMPRENTA NOVAL SL,B33440595,,INTERMEDIACIÓN LABORAL,
SIL 24/42,Papel,"423,50",,SUMINISTROS INTEGRALES GRANDA XXI SLL,B74328196,,INTERMEDIACIÓN LABORAL,
SIL 24/43,Papel,"203,28",,SUMINISTROS INTEGRALES GRANDA XXI SLL,B74328196,,INTERMEDIACIÓN LABORAL,
SIL 24/45 CONP/2024/7427,Toner,"357,56",,COMERCIAL HIDALGO ALONSO SL,B33114695,,INTERMEDIACIÓN LABORAL,
SIL 24/46,Papel,"201,10",,SUMINISTROS INTEGRALES GRANDA XXI SLL,B74328196,,INTERMEDIACIÓN LABORAL,
SIL 24/47,Material oficina,"188,65",,"COMERCIAL MANUEL URONES, S.L.",B33298738,,INTERMEDIACIÓN LABORAL,
SIL 24/48 CONP/2024/9276,Toner,"65,15",,COMERCIAL HIDALGO ALONSO SL,B33114695,,INTERMEDIACIÓN LABORAL,
CONP/2024/8942,Conferencia para la Jornada de Orientación (Empleo-Educación),"400,00",,Hector Colunga Cabaleiro,***4488**,,OBSERVATORIO DE LAS OCUPACIONES,
