NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Mantenimiento anual caldera de calefacción C.F.C 
Ribadesella (CONP/2025/1331)","127,05 €","105,00 €",Tecno Oriente Astur S.L.,,10 meses,Servicios,
,"Conexión anual a central receptora de alarma del  C.F.C. 
Ribadesella (CONP/2025/1330)","363,00 €","300,00 €",Tapia Electroacústica S.L.,,10 meses,Servicios,
,"Servicio de publicidad para la difusión del acto informativo: 
""La vivienda, análisis y soluciones""","2.904,00 €","2.400,00 €","Editorial Prensa Asturiana, S.A.",,3 días (hasta 21 de febrero de 2025),Servicios,
,"Suministro de una tarjeta aceleradora de gráficos, tipo NVIDIA 
RTX 4070 (12GB) o similar","847,00 €","700,00 €",Francisco José Álvarez Riesgo,,15 días,Suministro,
,Acto entrega a familiares de restos de Celanova en Deva,"375,20 €","341,09 €",Restaurante El Cruce de Deva S.L.,,1 día (25 de febrero de 2025),"Servicios de restaurante y de 
suministro de comidas",
,Ciclo de cine y Memoria Democrática,"14.875,00 €","14.875,00 €",Colectivo Gelsomina,,Del 18 de marzo de 2025 a 14 de diciembre de 2025,"Servicios de proyección 
cinematogáfica y divulgación 
de contenidos",
,"Colocación de marquesina de protección y limpieza de 
canalón en edificio de antigua residencia de ancianos de la 
Malatería en la calle Gil de Blas, 11 de Oviedo","9.467,34 €","7.824,25 €","Mantenimientos y trabajos de 
rehabilitación S.L.",,Treinta días (30),Obra,
,Seguros de Arquitectos Servicio de Edificación 2025,"6.624,00 €","6.624,00 €","Asemas Mutua de Seguros y 
Reaseguros",,Un (1) año,Servicios,
,"Renovación de los Seguros de los Arquitectos Técnicos del 
Servicio de Edificación para el ejercicio 2025","4.260,74 €","4.260,74 €",Musaat,,Un (1) año,Servicios,
,Suministro de maletín/mochila para ordenadores portátiles,"339,30 €","330,00 €",Comercial Manuel Urones S.L.,,15 días hábiles,Suministro,
,Suministro de una tarjeta aceleradora de gráficos,"798,60 €","660,00 €",Francisco José Álvarez Riesgo,,15 días hábiles,Suministro,
,"Servicio de comisariado y elaboración de contenidos para la 
exposición de David Vecino","1.250,00 €","1.250,00 €",María Cristina Ramos Fernández,,Desde el 5 de febrero hasta el 11 de abril de 2025,Servicios,
,"Servicio de póliza de seguro de transporte y ""clavo a clavo"" 
para las obras integrantes de la exposición de Jonás San 
Miguel en la Sala Borrón","324,45 €","324,45 €","XL Insurance Company S.E., Sucursal en 
España",,Desde el 18 de febrero hasta el 19 de marzo de 2025,Servicios,
,"Servicio de organización integral del evento consistente en el 
homenaje a los premiados dentro del Programa    ""Culturaquí"" 
en 2024","7.253,95 €","5.995,00 €","Casbah Producciones, S.L.",,Desde el 11 de marzo hasta el 4 de abril de 2025,Servicios,
,"Servicio de transporte y montaje de las obras integrantes de 
la exposición de David Vecino en la Sala Borrón","2.178,00 €","1.800,00 €",Pablo Alba Sánchez,,Desde el 19 de marzo hasta el 15 de abril de 2025,Servicios,
,"Servicio de organización de los conciertos derivados del 
Concurso de Maquetas pop-rock","Lote 1: 1.452,00 €
Lote 2: 2.178,00 €","Lote 1: 1.200,00 €
Lote 2: 1.800,00 €","Humo Intl., S.L.U.",,"Lote 1: 18 de octubre de 2025
Lote 2: 7 de noviembre de 2025",Servicios,
,"Servicio de póliza de seguro de transporte y ""clavo a clavo"" 
para las obras integrantes de la exposición de David Vecino 
en la Sala Borrón","270,38 €","270,38 €","MAPFRE España Compañía de Seguros 
y Reaseguros, S.A.",,Desde el 19 de marzo hasta el 16 de abril de 2025,Servicios,
,"Servicio de presentación del evento consistente en el 
homenaje a los/as artistas premiados/as dentro del Programa 
""Culturaquí""  en 2024","450,00 €","371,90 €",Arantza Margolles Berán,,Hasta el 22 de marzo de 2025,Servicios,
,"Sumnistro de 3 cartuchos de tóner para el Jurado de 
Expropiación del Principado de Asturias, en Oviedo","87,16 €","72,03 €","Difer Distribuidora móvil de papelería, 
S.L.",,10 días,Suministro,
,"Corona fallecimiento DG Ordenación del Territorio 
(CONP/2025/220)","330,00 €","300,00 €",Floristerías Ananás S.L.,,1 día,Suministro,
,Corona fallecimiento DG Vivienda (CONP/2025/1726),"330,00 €","300,00 €",Floristerías Ananás S.L.,,1 día,Suministro,
,"Servicio de grabación, diseño, edición y producción de 
materiales audiovisuales en el marco del proceso participativo 
de elaboración de la Ley de Participación Ciudadana","8.463,95 €","6.995,00 €",Cuatro Gotes Producciones S.L.,,Del 22/03/2025 hasta el 28/11/2025,Servicios,
,"Servicio comida para los y las participantes en la primera 
jornada de formación y participación con motivo de la 
elaboración de la Ley de Participación Asturiana","1.210,00 €","1.100,00 €",Valentín del Valle Blanco,,1 día,Servicios,
