NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Máquina de agua (cooler) cuota 
mensual","19,36 €",,"ACQUAJET SEMAE, S.L.U.",,"Tres 
meses",Servicios,
,"Servicio de internet en el nodo de 
Mieres","413,82 €",,"ADAMO TELECOM IBERIA, S.A.",,"Tres 
meses",Servicios,
,"Seguro de Responsabilidad Civil de 
Administradores y Altos Cargos","3.577,06 €",,"CHUBB EUROPEAN GROUP SE, 
SUCURSAL EN ESPAÑA",,Un año,Servicios,
,"Seguro del local donde GIT realiza 
su actividad",652.43 €,,"MAPFRE SEGUROS GENERALES 
COMPAÑÍA DE SEGUROS Y 
REASEGUROS, S.A.",,Un año,Servicios,
,"Servicio de alarma de oficina de GIT 
y nodo de Mieres","525,33 €",,"MOVISTAR PROSEGUR 
ALARMAS, S.L.",,"Tres 
meses",Servicios,
,"Servicio de acceso a una plataforma 
c
l
oud especializada en materia de 
gestión de recursos humanos 
(jornadas y permisos)","605,00 €",,"NEA F3 MASTER, S.L.",,Un año,Servicios,
,"Suministro de dos (2) unidades de 
3FE50479AAAF: 4GB ETHERNET 
PORT CARD; 2X 10GB 
PORTS (refurbished)","4.900,00 €",,"PICS TELECOM 
INTERNATIONAL B.V.",,Un mes,Suministro,
,"Suministro de ocho (8) licencias 
antivirus ESET NOD 32","170,37 €",,"SEIDOR TECH, S.A.U.",,Un año,Suministro,
,"Suministro de equipos informáticos 
y licencias de software","1.768,35 €",,"SEIDOR TECH, S.A.U.",,Un mes,Suministro,
,"Suministro de once (11) monitores 
LED 27"" IIYAMA PROLITE 
XUB2794HSU-B1","1.915,31 €",,"SEIDOR TECH, S.A.U.",,Un mes,Suministro,
,Combustible,"121,93 €",,"SOLRED, S.A.",,"Tres 
meses",Suministro,
,Servicio de mensajería,"10,15 €",,"TATITRANS XXI, S.L.",,"Tres 
meses",Servicios,
,"Suministro de FUENTE 12V, 2.5A, 
conector 5.5*2,5 (1400 unidades)","9.113,72 €",,"TURYELECTRO GALICIA, S.L.",,"Cuatro 
meses",Suministro,
,Renting equipo multifunción,"75,04 €",,"XEROX ESPAÑA, S.A.U.",,"Tres 
meses",Suministro,
