NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Autobus salud Mental,"2.420,00 €",,AUTOCARES MARIANO S.L.,,10 meses,Servicios,
,Mantenimiento Microscopios HVAB,"726,00 €",,AGENOR Mantenimientos S.A.,,12 meses,Servicios,
,"Mantenimiento de Equipos de 
Electromedicina de AP y SM","15.568,92 €",,"AGENOR Mantenimientos, SA",,6 meses,Servicios,
,"Mantenimiento de Instalaciones 
térmicas de los C. de A. Primaria, C. 
Periféricos y CSM del Área Sanitaria 
VII","8.421,60 €",,"AMPRE, Asturiana de 
Mantenimiento Preventivo",,6 meses,Servicios,
,"Sustitución sistema refrigeración 
Cámara Medicación C.S. Mieres Sur","3.157,50 €",,"AMPRE, Asturiana de 
Mantenimiento Preventivo",,1 día,Servicios,
,"Realización de los Planes de 
Autoprotección de los C. de Salud de 
AP y CSM del Área Sanitaria VII","13.445,50 €",,CUALTIS SLU,,12 meses,Servicios,
,"Mantenimiento Opcion CVIEW 
Mamografo","3.600,50 €",,EMSOR SL,,12 meses,Servicios,
,"Mantenimiento PCI Centros de AP y 
CSM del Área Sanitaria VII","6.490,44 €",,"EULEN SA,",,6 meses,Servicios,
,"Reten de Mantenimiento Instalaciones 
AP y CSM","17.355,25 €",,"EULEN SA,",,"3,5 meses",Servicios,
,Biodescontaminacion Ambiental,"3.361,38 €",,EUROLAB BIOCONSULTING SL,,12 meses,Servicios,
,Analisis de bioseguridad ambiental,"17.887,43 €",,EUROLAB BIOCONSULTING SL,,12 meses,Servicios,
,"Revisión líneas de vida CS Mieres 
Sur","1.190,64 €",,"GAMESYSTEM ESPAÑA S.A,",,12 meses,Servicios,
,"Mantenimiento varios equipos GE del 
HVAB (Ecógrafo URO, Rx 
portátil,...)","17.457,93 €",,GE Healthcare España SAU,,12 meses,Servicios,
,"Mantenimiento Integral Central 
Telemetria (3ª) HVAB","6.578,77 €",,GE Healthcare España SAU,,12 meses,Servicios,
,Reactivos banco sangre,"18.089,50 €",,GRIFOLS MOVACO,,11 m eses,Suministros,
,"Mantenimiento Equipamiento 
Sistema de Control SAVERIS","1.361,25 €",,ISCAL SL,,10 meses,Servicios,
,"Servicio de Mantenimiento Integral 
de Puertas, persianas y Portones de 
C.S de Atención Primaria y CSM del 
Área Sanitaria VIIa","1.741,80 €",,"KONE Elevadores S.A,",,6 meses,Servicios,
,Verificación de básculas y pesabebés,"5.469,20 €",,"Laboratorio de ensayos metrológicos 
SL",,15 días,Servicios,
,"Mantenimiento Microtomos y 
Criostato A. Patológica","3.873,63 €",,LEICA MICROSISTEMAS SLU,,12 meses,Servicios,
,Seguro vehiculo Salud Mental,"305,74 €",,MAPFRE,,"12 mese
s",Servicios,
,"Mantenimiento Armario 
Fibroendoscopio","1.814,00 €",,OLYMPUS IBERIA S.A,,10 meses,Servicios,
,Mantenimiento arco pulsera BV,"12.572,59 €",,"PHILIPS 
IBÉRICA, S.A.U.",,12 meses,Servicios,
,"Mantenimiento ecocardiografo 
philips","7.356,30 €",,"PHILIPS IBÉRICA, S.A.U.",,12 meses,Servicios,
,Equipo multifuncion Campomanes,"1.009,36 €",,RICOH ESPAÑA S.L.U,,12 meses,Suministros,
,"Mantenimiento Alarmas C.Salud 
Mental","1.137,93 €",,SABICO SEGURIDAD SA,,12 meses,Servicios,
