NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
2025-297,"Suministro de 5 rollos de plástico para acolchar los cultivos del Proyecto de 
Investigación Increase","538,45 €",,AGRÍCOLA CUELI SL,,1 día,Suministro,
2025-304,Suministro de 5 sacos de perlita para el Proyecto de Investigación Increase,"150,71 €",,AGRÍCOLA CUELI SL,,1 día,Suministro,
2025-305,Suministro de 2 rollos de etiquetas para el Banco de Germoplasma,"80,83 €",,AGRÍCOLA CUELI SL,,1 día,Suministro,
2025-301,"Suministro de bandeja de riego, sacabocados y etiquetas para el Banco de 
Germoplasma","189,24 €",,AGRÍCOLA CUELI SL,,1 día,Suministro,
2025-306,"Suministro de 4 rollos de malla para tutorar guisantes y 6 sacos de Patentkali 
para el Proyecto de investigación Legume Generation","486,22 €",,AGRÍCOLA CUELI SL,,1 día,Suministro,
CONP/2025/2201,"CONTRATO MENOR SUMINISTRO DE PRODUCTOS AGROGANADEROS 
(SUSTRATO-TURBA) PARA EL DESARROLLO DEL PROYECTO LEGUME-
GENERATION DEL ÁREA DE CULTIVOS HORTOFRUCTÍCOLAS Y FORESTALES 
DEL SERIDA","2.029,89 €",,AGRÍCOLA CUELI SL,,"hasta 
31/10/25",Suministro,
2025-63,"Suministro de pie de apoyo para rotovator para el proyecto de investigación  
I+D Granja Demo Leche","108,78 €",,AGROEM SL,,1 día,Suministro,
2025/SER/48,Servicio de mantenimiento tractor BCS Valiant,"402,06 €",,AGROEM SL,,1 día,Servicio,
2025-87,Servicio de reparación de tractor BCS Valiant,"161,05 €",,AGROEM SL,,1 día,Servicio,
2025-00308,Servicio de recogida de purín con cuba en la Mata,"1.581,23 €",,AGROFORESTAL GRADO SL,,1 día,Servicio,
CONP/2025/2191,"CONTRATO MENOR DE SUMINISTRO DE PRODUCTOS AGRÍCOLAS Y DE 
CAMPO CON DESTINO AL SERIDA EN GRADO","4.000,00 €",,AGROJARDIN TAMARGO SL,,12 meses,Suministro,
2025-38,"Suministro de material de limpieza robot ordeño proyecto de investigación 
I+D Granja Demo Leche","591,93 €",,AGROLAVAL SL,,1 día,Suministro,
