NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Audiómetro y timpanómetro Otorrino,"11.148,90 €",,"Amplifon Ibérica, SAU",A59198770,30 días,Suministro,
,Electrocardiógrafos portátiles Atención Primaria,"18.077,40 €",,"Dextromédica, SL",B46149555,30 dias,Suministro,
,Mobiliario hemodíalisis,"15.063,51 €",,"Hnos. García, SC",J33581596,10 días,Suministro,
,Aseos y vestuarios de hemodiálisis,"47.693,20 €",,Irenn Instalaciones Integrales SL,B87227880,45 días,Obra,
,Televisores hemodiálisis,"4.138,20 €",,Irenn Instalaciones Integrales SL,B87227880,15 días,Suministro,
,Videolaringoscopio,"16.490,87 €",,Karl Storz Endoscopia Ibérica SA,A78936606,15 días,Suministro,
,Sillas confidente Atención Primaria (17 unidades),"2.217,45 €",,"Ovidio Suárez Distribuciones, SL",B52510807,30 días,Suministro,
,Sillas confidente Atención Primaria (20 unidades),"2.608,76 €",,"Ovidio Suárez Distribuciones, SL",B52510807,30 días,Suministro,
,Sofá cama C. S. Boal,"1.111,87 €",,"Ovidio Suárez Distribuciones, SL",B52510807,30 días,Suministro,
,Camillas Atención Primaria (16 unidades),"17.908,00 €",,"Social Mobel, SL",B37518685,30 días,Suministro,
,Camilla hidráulica Neurología,"1.119,25 €",,"Social Mobel, SL",B37518685,30 días,Suministro,
,Mesa Mayo Traumatología,"332,75 €",,"Social Mobel, SL",B37518685,10 días,Suministro,
