NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Suministro de 3 electrocardiógrafos 
con destino al Servicio de 
Urgencias del CAHU.","16.266,69 €",,DEXTRO MÉDICA SL,B46149555,15 días,Suministro,
,"Suministro de dos aparatos de 
electrocardiograma portátiles 
compatibles con volcado a Historia 
clínica SELENE con destino al Área 
Sanitaria V del SESPA.","10.860,40 €",,DEXTRO MÉDICA SL,B46149555,10 días,Suministro,
,"Suministro de dos monitores Delta 
XL para conectar a la central de 
monitorización Infinity Central 
Station Wide ubicado en el Servicio 
de Cardiología del CAHU.","8.470,00 €",,DRÄGER HISPANIA SA,A28063485,10 días,Suministro,
,"Suministro de un conjunto de 
mesas auxiliares quirúrgicas con 
destino a los quirófanos de Cirugía 
Robótica y de Angiógrafo digital del 
CAHU.","9.814,31 €",,MEDAS MEDICAL SL,B42912329,15 días,Suministro,
,"Suministro de un conjunto de sillas 
y taburetes para reposición en los 
distintos servicios del CAHU","12.691,33 €",,"MOBILIARIO DE 
OFICINA DIRECTO SL",B33649724,10 días,Suministro,
,"Suministros de un conjunto de sillas 
de despacho profesional y sillas de 
confidente con destino a los centros 
de Salud Mental dependientes del 
Área Sanitaria V del SESPA","9.469,22 €",,"MOBILIARIO DE 
OFICINA DIRECTO SL",B33649724,15 días,Suministro,
,"Suministro de un transductor 
Convex Pureway C5-1 para 
ecógrafo Philips CX-50 para el 
Servicio de Cardiología del CAHU","18.029,00 €",,PHILIPS IBÉRICA SA,A28017143,45 días,Suministro,
,"Suministro de un equipo ejercitador 
de suelo pélvico para el Servicio de 
Rehabilitación del CAHU","10.769,00 €",,PRIM SA,A28165587,1 mes,Suministro,
,"Suministro de Texturizador para el 
Servicio de Hostelería del CAHU","12.038,29 €",,RIBAFRI SL,B27495720,1 mes,Suministro,
,"Suministro de seis sillones 
multifuncionales de paciente con 
destino a los centros de Salud 
Mental dependientes del Área V del 
SESPA.","7.001,54 €",,"SUMINISTROS MÉDICO 
QUIRÚRGICOS SA",A33030610,15 días,Suministro,
,"Suministro de cuatro sillones de 
tratamiento de paciente y cuatro 
cojines anatómicos con destino al 
Hospital deDía Cardiológico del 
CAHU","11.606,32 €",,"SUMINISTROS MÉDICO 
QUIRÚRGICOS SA",A33030610,10 días,Suministro,
,"Suministro de dos paneles técnicos 
para el quirofano Angiógrafo digital 
y quirófano de Cirugía Robótica del 
CAHU","11.941,74 €",,TEDISEL IBÉRICA SL,B60824554,3 meses,Suministro,
