NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Servicio de Mantenimiento de Equipos de 
Electromedicina de AP y CSM 2 Semestre","15.100,80 €",,"AGENOR 
Mantenimientos, 
SA",,6 meses,Servicios,
,"Mantenimiento de las instalaciones térmicas de 
distintos Centros de la red de Atención Primaria y el 
Centro de Salud Mental del Área Sanitaria VII","8.027,16 €",,"AMPRE, Asturiana 
de Mantenimiento 
Preventivo",,6 meses,Servicios,
,Mantenimiento de Ascensores AP-2 sem,"2.874,96 €",,"ASCENSORES 
TRESA SA",,6 meses,Servicios,
,"Mantenimiento integral de los equipos e 
instalaciones de protección contra incendios en los 
Centros de la red de Atención Primaria y el Centro de 
Salud Mental del Área Sanitaria VII-2sem","6.490,44 €",,"EULEN SA,",,6 meses,Servicios,
,"Mantenimiento Integral de puertas, persianas y 
portones automáticos de centros de A. Primaria del 
Área Sanitaria VII","1.666,80 €",,"KONE Elevadores 
S.A,",,6 meses,Servicios,
,Mantenimiento de EEG de Neurofisiología,"3.509,00 €",,"NEUROGAL 
ELECTROMEDICINA 
SL",,12 meses,Servicios,
,Suministro de mesas-estantes a medida,"2.211,88 €",,NORMEDAN SL,,45 días,Suministros,
,"Laparoscopio 10 mm, 30º","17.615,83 €",,"OLYMPUS IBERIA 
S.A",,3 meses,Suministros,
,Renting fotocopiadora Centro de Salud Mental,"1.524,60 €",,"RICOH ESPAÑA 
S.L.U",,12 meses,Servicios,
,"Contratación de Toma de muestras para análisis de 
presencia/ausencia de Legionella en Atención 
Primaria","6.329,51 €",,"SANIASTUR.,",,6 meses,Servicios,
