NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
1,Mantenimiento del vehículo matrícula 2969-FXP,"158,66 €","131,12 €","ABELARDO DE ANTÓN 
FREITAS",***3561**,2 Dias,Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/9839""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DE \nCALIDAD AMBIENTAL""}, {""column"": ""Fecha de adjudicación"", ""value"": ""16/10/2024""}]"
2,Mantenimiento del vehículo matrícula 4020-KHG,"228,80 €","189,09 €","ABELARDO DE ANTÓN 
FREITAS",***3561**,2 dias,Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/12960""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DE \nCALIDAD AMBIENTAL""}, {""column"": ""Fecha de adjudicación"", ""value"": ""19/12/2024""}]"
3,"Servicio técnico para realizar el proyecto saneamiento 
de Las Agüeras fase II. (Quirós)","11.114,33 €","9.185,40 €","ABSIDE. ASTURIANA 
OCCIDENTAL 
CONSULTORES, S.A.L.",A33580036,1 mes,Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/11850""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""28/11/2024""}]"
4,"Asistencia técnica seguridad y salud mejora 
abastecimiento núcleo rural Nonides (Santa Eulalia 
de Oscos)","1.452,54 €","1.200,45 €","ABSIDE. ASTURIANA 
OCCIDENTAL 
CONSULTORES, S.A.L.",A33580036,15 días,Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/12846""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""16/12/2024""}]"
5,Adquisición de normas UNE (*),"20.251,58 €","19.472,67 €","AENOR 
CONOCIMIENTO, S.L.U.",B85893493,3 años,Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/6399""}, {""column"": ""Dirección General"", ""value"": ""VICECONSEJERÍA \nDE INDUSTRIA Y \nTRANSICIÓN JUSTA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""09/11/2024""}]"
6,"Asistencia técnica seguridad y salud mejoras en las 
etapas de decantación-filtración y control de calidad 
en ETAP de La Garduña-Cuesta del Cesto. Cudillero","1.452,00 €","1.200,00 €","ASISTENCIA TECNICA
 Y CREACIONES, S.L.",B52504214,1 mes,Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/9951""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""28/10/2024""}]"
7,"Asistencia técnica seguridad y salud conexión de 
vertidos en el núcleo de Miyares-Sariego","1.452,00 €","1.200,00 €","ASISTENCIA TECNICA
 Y CREACIONES, S.L.",B52504214,1 mes,Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/10489""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""22/10/2024""}]"
8,"Asistencia técnica seguridad y salud nuevo ramal de 
saneamiento en El Franco","1.452,00 €","1.200,00 €","ASISTENCIA TECNICA
 Y CREACIONES, S.L.",B52504214,"2 
semanas",Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/11594""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""05/12/2024""}]"
9,"Asistencia técnica seguridad y salud nuevo ramal 
saneamiento de Valdepares - El Franco","1.270,50 €","1.050,00 €","ASISTENCIA TECNICA
 Y CREACIONES, S.L.",B52504214,"2 
semanas",Servicios,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/11592""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""05/12/2024""}]"
10,"Memoria valorada mejora de la eficiencia energética, 
digitalización e instalación de instrumentación para la 
mejora de la calidad en Soto de Luiña (Cudillero)","42.688,84 €","35.280,03 €","ASTURAGUA SERVICIO
INTEGRAL DEL CICLO
DEL AGUA S.A.U.",A66141201,1 mes,Obras,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/9945""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""24/10/2024""}]"
11,"Memoria valorada mejoras en las etapas de 
decantación-filtración y control de calidad en ETAP de 
La Garduña-Cuesta del Cesto. Cudillero","29.138,24 €","24.081,19 €","ASTURAGUA SERVICIO
INTEGRAL DEL CICLO
DEL AGUA S.A.U.",A66141201,1 mes,Obras,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/9950""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""24/10/2024""}]"
12,"Mejora de la red de saneamiento y abastecimiento en 
Los Niserinos-La Hermandad (Grado)","47.553,00 €","39.300,00 €","ASTURAGUA SERVICIO
INTEGRAL DEL CICLO
DEL AGUA S.A.U.",A66141201,1 mes,Obras,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/10338""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""15/11/2024""}]"
13,"Ampliación de la cámara de llaves del depósito de 
Sanzo (Pesoz)","31.606,59 €","26.121,15 €","ASTURAGUA SERVICIO
INTEGRAL DEL CICLO
DEL AGUA S.A.U.",A66141201,1 mes,Obras,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/11112""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""21/11/2024""}]"
14,"85 frascos de laboratorio para toma de muestras para 
las diversas actuaciones del Servicio de Control 
Ambiental","2.764,55 €","2.284,75 €","ASTURLAB ASTURIAS, 
S.L.",B33136904,10 días,Suministros,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/10851""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DE \nCALIDAD AMBIENTAL""}, {""column"": ""Fecha de adjudicación"", ""value"": ""06/11/2024""}]"
15,"Telemandos para barrera de parking en edificio de 
Guardería de Calidad Ambiental (antiguo Laboratorio 
de Medio Ambiente)","264,00 €","218,18 €","ASTURPESO, S.L.",B33397308,1 día,Suministros,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/11183""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DE \nCALIDAD AMBIENTAL""}, {""column"": ""Fecha de adjudicación"", ""value"": ""04/11/2024""}]"
16,"Obra acondicionamiento de colector de saneamiento 
e instalación de depuración en La Riera (Colunga)","45.625,28 €","37.706,84 €",ASTURVIESCA S.L.,B74081456,15 días,Obras,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/9750""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""15/10/2024""}]"
17,"Memoria valorada renovación de red de distribución y 
transporte en el entorno de la parroquia de Piñera 
(Cudillero)","45.081,93 €","37.257,79 €",ASTURVIESCA S.L.,B74081456,1 mes,Obras,"[{""column"": ""Expediente contratación"", ""value"": ""CONP/2024/9947""}, {""column"": ""Dirección General"", ""value"": ""DIRECCIÓN \nGENERAL DEL AGUA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""28/10/2024""}]"
