NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
CONP/2024/5967,Esquileo de ovejas y carneros Illano y Grado,"1.297,44 €",,ADRIÁN BORRÁS GARGALLO,,10 días,Servicio,
2024-275,Suministro sulfato de potasa soluble,"96,92 €",,AGRICOLA CUELI SL,,1 día,Suministro,
2024-279,Suministro malla suelo,"477,95 €",,AGRICOLA CUELI SL,,1 día,Suministro,
CONP/2024/7458,Suministro de robot de control remoto multifunción,"50.215,00 €",,AGROJARDÍN VALDESOTO SL,,2 meses,Suministro,
CONP/2024/7109,Sustitución del compresor del sistema de ordeño,"16.819,00 €",,AGROLAVAL SL,,2 meses,Suministro,
CONP/2024/9143,Servicio de instalación de equipo de purines,"11.858,00 €",,AGROLAVAL SL,,45 días,Servicio,
2024-709124,Suministro de felco 2 y muelle felco,"116,47 €",,ALEJANDRO LOPEZ FERNANDEZ,,1 día,Suministro,
2024-009970,Suministro collarín polietileno,"43,86 €",,ALFOCASA ASTURIAS SL,,1 día,Suministro,
2024-110000505,Muestras con descenso de ph,"1.065,53 €",,ALIMERKA SA,,1 día,Suministro,
2024-111952,Suministro kg acero,"91,19 €",,ALOSEI SL,,1 día,Suministro,
2024-472C24,"Suministro de material de ferretería: spray wd-40 200ml, tornillos de acero 12*50m, 
spray pintura imprimación gris antioxido, rodamiento bolas 1 hilera, arandela grower 
12m/m, tuercas autoblocantes 12-175
tornillo 12*70 inox, tornillo 12*60 m 5.6, tuerca autoblocante 12 mm inox, anclaje 
metalico con gancho 10/12x70, bote 4l pasta lavamanos","144,60 €",,ANGEL MANUEL GARCIA DE LA FUENTE,,2 día,Suministro,
2024-547C24,suministro mordaza presión,"15,25 €",,ANGEL MANUEL GARCIA DE LA FUENTE,,1 día,Suministro,
2024-FAV2400191,Suministro kit membranas glucosa,"417,40 €",,APLITECH BIOLAB LIFE SCIENCE,,1 día,Suministro,
2024-40,Alquiler plataforma articulada,"1.195,48 €",,ARMAS Y VALLINA SL,,1 día,Servicio,
2024-42,Suministro biotrituradora,"69,88 €",,ARMAS Y VALLINA SL,,1 día,Suministro,
2024-24137,Suministro ahoyador,"99,10 €",,ARMAS Y VALLINA SL,,1 día,Suministro,
2024-FR23536,Suministro de Martillo,"838,38 €",,"ASTURCERES, SL",,1 día,Suministro,
2024-009975,Transporte bolas ensilado,"423,50 €",,ASTURGAL SOCIEDAD COOPERATIVA,,1 día,Servicio,
2024-240961,Suministro memoria usb,"161,90 €",,ASTURIANA DE MAQUINARIA Y REPRODUCCIÓN S.L.,,1 día,Suministro,
2024-009972,Servicio de reparación,"929,28 €",,BASCULAS NORA SL,,1 día,Servicio,
2024-0471432201,Suministro báscula,"532,40 €",,BASCULAS NORA SL,,1 día,Suministro,
2024-240761,Servicio calibración ENAC,"338,80 €",,BASCULAS NORA SL,,1 día,Suministro,
CONP/2024/6424,Servicio de análisis hormonales y de calidad seminal,"5.324,00 €",,Bianor Biotech S.L.,,5 meses,Suministro,
2024-3057,Servicio transporte camión cistera,"459,80 €",,BIOGASTUR GENERACION NAVIA SL,,1 día,Servicio,
2024-VN245160,Suministro AX5/BAX00 - REACTION ROTO,"362,06 €",,BIOSYSTEMS BIOTECH SPAIN SL,,1 día,Suministro,
CONP/2024/7991,Suministro de material fungible Proyecto de investigación PID2020-118737RR-C21,"1.687,95 €",,BIOSYSTEMS BIOTECH SPAIN SL,,10 días,Suministro,
CONP/2024/5969,"Servicio para inscripción en el circuito anual de ensayos de interlaboratorio de los 
laboratorios de nutrición animal sidras y derivados","5.353,52 €",,BIPEA,,5 meses,Servicio,
CONP/2024/7400,Suministro equipo espectroscopía NIR,"60.379,00 €",,BONSAI ADVANCED TECHNOLOGIES SL,,1 mes,Suministro,
2024-240602993,"Suministro materiales ensayo:malla antiheladas, lavavajillas mistol 4 litros, berro de agua 
1,5 gramos, cinta aislantenuñez 20x19 blanco, cinta aislante nuñez 20x19 negro, planta 
huerta tomate max fuerte y lejía vivo chef 5 litros","106,04 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Suministro,
2024-240602991,Suministro artesas y estacas,"483,09 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Suministro,
2024-240602992,Suministro guantes nitrilo,"34,50 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Suministro,
2024-19,Suministro pienso ovejas/cabras,"52,00 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Suministro,
2024-2,Servicio alquiler desbrozadorza,"266,20 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Servicio,
2024-AA2406131,Servicio alquiler desbrozadora para proyecto de investigación ventas de manzana,"296,45 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Servicio,
2024-240706,Suministro pienso granulado,"156,00 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Suministro,
2024-240708271,cuota mensual ADSG,"12,76 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Servicio,
2024-240708269,cuota mensual ADSG,"12,76 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Servicio,
2024-240703055,Suministro insecticida granulado,"117,65 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,1 día,Suministro,
CONP/2024/7205,Suministro paja de cebada Proyecto de Investigación TERCRAS,"8.778,00 €",,CAMPOASTUR PRODUCTOS Y SERVICIOS S.COOP.ASTUR,,5 meses,Suministro,
2024-240491,Suministro estanterías para instalaciones del SERIDA,"1.012,51 €",,CANTABRICA AGRICULTURA URBANA SL,,1 día,Suministro,
