NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Servicio de Reparación de humedades en la zona de archivos del Hospital del
Oriente de Asturias, dependiente de la Gerencia del Área Sanitaria VI-Arriondas","3.018,95 €",,"HERMANOS SAMPEDRO CONSTRUCCIONES, 
S.L.",,1 mes,Servicios,
,"Servicio de Dirección Técnica y de Control de Ejecución de los
trabajos de
reparación de un
pilar del Hospital del Oriente de Asturias, dependiente de la
Gerencia del Área Sanitaria VI-Arriondas","532,40 €",,"CENTRO DE ANÁLISIS Y DISEÑO DE 
ESTRUCTURAS, S.A.",,1 mes,Servicios,
,"Servicio de Retirada
y Gestión de Destrucción del
arco quirúrgico General
Electric Stenoscop CPZ03607 del Hospital de Oriente de Asturias, dependiente
de la Gerencia del Área Sanitaria VI-Arriondas","1.336,50 €",,"IBERICA DE MANTENIMIENTO, S.A.",,1 mes,Servicios,
,"Servicio de Instalación Eléctrica y de Comunicaciones para el nuevo CPD de
Informática para el Hospital de Oriente de Asturias, dependiente de la Gerencia
del Área Sanitaria VI-Arriondas","14.861,81 €",,"ADOBER ELECTRICIDAD, S.L.",,3 meses,Servicios,
,"Suministro e
Instalación de un tabique móvil en el box de
aislamiento de
Urgencias del Hospital del Oriente de Asturias, dependiente de la Gerencia del
Área Sanitaria VI-Arriondas","13.078,89 €",,"REM SERVICIOS INTEGRALES DE 
MANTENIMIENTO, S.L.",,3 meses,Suministros,
,"Servicio de reparación de puertas en los box de Urgencias del Hospital de
Oriente de Asturias , dependiente de la Gerencia del Área Sanitaria VI-Arriondas","10.769,00 €",,"REM SERVICIOS INTEGRALES DE 
MANTENIMIENTO, S.L.",,3 meses,Servicios,
,"Trabajos
de
reparación del Grupo Electrógeno del Hospital del Oriente de
Asturias, dependiente de la Gerencia del Área Sanitaria VI-Arriondas","8.454,14 €",,"UTE GMI SAZEPI, S.L.",,3 meses,Servicios,
,"Servicio de transporte de ropa del Área Sanitaria VI a la lavandería del Hospital
de Cabueñes, dependientes del Servicio de Salud del Principado de Asturias","14,278,00 €",,"CENTRO DE NEGOCIOS OCÓN, S.L.",,2 meses,Servicios,
,"Trabajos para la reforma de la instalación de gas de la cocina del Hospital del
Oriente de Asturias, dependiente de la Gerencia del Área Sanitaria VI-Arriondas","2.964,50 €",,"GAS SELLA, S.L.",,3 meses,Servicios,
,"Suministro e Instalación de la Climatización de la Sala de Rayos y la Sala del CPD 
de Informática del Hospital del Oriente de Asturias, dependientes de la Gerencia 
del Área Sanitaria VI- Arriondas","5.964,21 €",,"UTE GMI SAZEPI, S.L.",,3 meses,Suministros,
,"Suministro de 5 Carros Lenceros para distribución de ropa limpia con destino al 
Hospital del Oriente de Asturias, dependientes de la Gerencia del Área Sanitaria 
VI- Arriondas","12.030,43",,"SUMINISTROS HURLE, S.L.",,45 días,Suministros,
,"Suministro de 1 mesita de noche 1 lámpara de sobremesa para la base de 
ambulancia del CS de Cangas de Onís, 1 mesa de centro elevable para el CS de 
Panes y 1 mesa de centro elevable para la base del SAMU del Hospital del 
Oriente de Asturias, dependientes de la Gerencia del Área Sanitaria VI- 
Arriondas","453,75 €",,RAMÓN ZARAGOZA FERNANDEZ,,1 mes,Suministros,
,"Suministro de 1 Taburete regulable en altura con respaldo medio, sin brazos, 
con reposapiés, con destino a la Consulta de Cardiología del Hospital de 
Arriondas, dependiente de la Gerencia del Área Sanitaria VI-Arriondas","112,13 €",,"OVIDIO SUAREZ DISTRIBUCIONES, S.L.",,1 mes,Suministros,
,"Contrato Basado en el acuerdo marco para el suministro de material de oficina 
no inventariable","249,72",,"COMERCIAL MANUEL URONES, S.L.",,24 meses,Suministro,
