NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Mantenimiento procesador tejidos,"2.601,50 €",,"Agenor Mantenimiento, SA",A31568397,12 meses,Servicios,
,Mantenimiento lavadora endoscopios,"3.830,56 €",,"Antonio Matachana, SA",A08238578,12 meses,Servicios,
,Sillas y taburete para Fisioterapia de C.S. Vegadeo,"1.076,05 €",,Ayudas al bienestar SL,B74160219,30 días,Suministro,
,"Mantenimiento sistema de alimentación ininterrumpida Eaton Industries Spain, SL (B31005150)","2.188,08 €",,,,12 meses,Servicios,
,Limpieza Unidad fisioterapia Tapia,"3.240,86 €",,El Horrio Sdad. Coop. Asturiana,F33333832,6 meses,Servicios,
,Autobus excursión CTI SM Luarca,"698,50 €",,"Empresa Rodil, SL",B27018498,1 dia,Servicios,
,Autoclave,"4.585,90 €",,7 días,B74233255,,Suministro,
,Control de plagas nave polígono,"595,32 €",,"Lacera, Servicios y Mantenimiento, SA",A33123498,12 meses,Servicios,
,Mtto. Preventivo equipos atención primaria,"9.246,11 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento monitores,"9.536,52 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento ecógrafos,"16.498,53 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento equipos endoscopias,"11.662,44 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento equipos esterilización,"9.032,00 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento diversos equipos,"16.919,20 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Mantenimiento locales alto riesgo,"10.445,16 €",,"Mantelec, SA",A31116015,12 meses,Servicios,
,Sillas de acompañante para Medicina Interna,"2.662,00 €",,Mobiliario Oficina Directo SL,B33649724,30 días,Suministro,
