NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
CONP/2025/1733,CORTINAS APARTAMENTOS COVADONGA Y GIJÓN,"14.036,00 €",,TEJIDOS EL MUNDO SL,B81063687,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/5330,COORDINACIÓN SEGURIDAD Y SALUD OBRA UNIDADES CONVIVENCIA RESID INFIESTO,"6.867,96 €",,NORVALIA SOLUCIONES MULTISERVICIOS,B27479476,,Servicios,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/5338,MATERIAL FERRETERIA CPR STA. TERESA,"3.157,82 €",,SUMINISTROS MARTIN VEGA MAQUINARIA SA,A33630658,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/5626,SENSORES DETECTORES ALARMA CPR RIAÑO,"689,94 €",,MEDICIP HEALTH SL,B87768511,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/5633,TABLAS DE TRANSFERENCIA VARIOS CENTROS ADSCRITOS,"4.254,25 €",,AYUDAS AL BIENESTAR SL,B74160219,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/5843,MOBILIARIO JARDÍN VARIOS CENTROS ADSCRITOS,"6.002,57 €",,ASTURPESO SL,B33397308,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/5742,SUSTITUCIÓN Y CONFIGURACIÓN SISTEMA CONTROL ERRANTES CPR STA. BÁRBARA,"3.291,20 €",,MEDICIP HEALTH SL,B87768511,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/5998,REPARACIÓN SANEAMIENTO CPR MIXTA,"11.640,20 €",,EULEN SA,A28517308,,Servicios,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""NO""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6098,MATERIAL PINTURA CPR STA. TERESA,"2.318,11 €",,TRATAMIENTOS Y PINTURAS SL,B74359720,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6144,AFILADO CUCHILLOS RESID LLANES,"598,95 €",,ASTURPESO SL,B33397308,,Servicios,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6195,CONTROL NUMÉRICO ASCENSORES CPRM LUGONES,"2.541,00 €",,TK ELEVADORES ESPAÑA SLU,B46001897,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""NO""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6501,VENTILADORES Y DESHUMIFICADOR VARIOS CENTROS ADSCRITOS,"7.505,87 €",,ASTURPESO SL,B33397308,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6403,SUPERFICIES ESPECIALES MANEJO PRESIÓN (SEMP) VARIOS CENTROS ADSCRITOS,"4.428,60 €",,AYUDAS AL BIENESTAR SL,B74160219,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6552,REVISIÓN SISTEMA CONTROL HORARIO GERENCIA Y CPR STA. TERESA,"463,73 €",,ZP INFOMÁTICA SL,B33328261,,Servicios,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6570,MENAJE COCINA CPRM LUGONES,"1.544,71 €",,ESTABLECIMIENTOS ALVAREZ OVIEDO SA,A33060468,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
CONP/2025/6648,ELECTRODOMÉSTICOS VARIOS CENTROS ADSCRITOS,"1.207,53 €",,OVIDIO SUAREZ DISTRIBUCIONES SL,B52510807,,Suministros,"[{""column"": ""Año"", ""value"": ""2025""}, {""column"": ""ESTADO"", ""value"": ""ADJUDICADO""}, {""column"": ""PYME"", ""value"": ""SI""}, {""column"": ""PROCEDIMIENTO DE LICITACIÓN"", ""value"": ""Menor""}]"
