NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,"Arrendamiento de 4 endovideogastroscopios, 
marca Pentax, modelo EG29-i10","15.579,96",,"AGENOR 
MANTENIMIENTOS, S.A.",,6,Suministro,
,"Arrendamiento equipo vitrectomía 
CONSTELLATION para Sº Oftalmología","7.139,48",,"ALCON HEALTHCARE, S.A.",,12,Suministro,
,"Servicio de depósito y custodia del archivo pasivo 
del C. Especialidades Avelino Glez. (Pumarín)","5.523,60",,"ARCAL GESTIÓN 
DOCUMENTAL, S.A.",,12,Servicios,
,"Arrendamiento de un Tomógrafo de coherencia 
óptica (OCT) para el Servicio de Oftalmología, en 
Pumarín.","17.961,24",,"CARL ZEISS MEDITEC 
IBERIA S.A.U.",,12,Suministro,
,"Mantenimiento del sistema de comunicación 
FORUM","3.702,60",,"CARL ZEISS MEDITEC 
IBERIA, S.A.U.",,12,Servicios,
,"Arrendamiento de un ecógrafo GE Voluson VP8-
BT18, con una sonda IC-9, una sonda 4C-RS, una 
impresora y software DICOM Sº Obstetricia y 
Ginecología","14.582,44",,"CHICON MEDICAL, SLU",,12,Suministro,
,"Arrendamiento de un arco en C Zenition 70 para el 
Servicio de Cirugía Ortopédica y Traumatología","13.558,05",,"COMERCIAL CENTRO 
MEDICO S.L.U.",,9,Suministro,
,"Mantenimiento básico, preventivo y correctivo de 
las instalaciones del edificio Casa del Mar","18.146,15",,"ELECNOR PROYECTOS Y 
SERVICIOS, SAU",,12,Servicios,
,"Servicio de auditorías higiénico-sanitarias basadas 
en el APPCC del Servicio de Cocina del HUCAB y 
de los centros de salud mental de Montevil y CT de 
Somió, y los análisis de laboratorio. Mantenimiento 
y auditorías de sistema actual ISO 22000 del 
SERVICIO DE COCINA. Servicio de auditorías, 
consultoría y asesoramiento periódico para 
mantenimeinto del sistema de calidad ISO 9001 del 
SERVICIO DE LAVANDERÍA.","13.507,12",,"EUROLAB 
BIOCONSULTING, S.L.",,12,Servicios,
,"Servicio de atención técnica telefónica para los 
grupos electrógenos del Hospital Universitario de 
Cabueñes","2.386,89",,"FINANZAUTO, S.A.U.",,12,Servicios,
,Mantenimiento portátil AMX 220,"13.310,00",,"GENERAL ELECTRIC 
HEALTHCARE ESPAÑA, 
S.A.",,12,Servicios,
,"Mantenimiento OEC ELITE CFD SC31 VASCULAR 
MD","15.730,00 €",,"GENERAL ELECTRIC 
HEALTHCARE ESPAÑA, 
S.A.",,12,Servicios,
,"Mantenimiento equipo ecocardiografía GE Vivid 
E95","12.705,00 €",,"GENERAL ELECTRIC 
HEALTHCARE ESPAÑA, 
S.A.",,12,Servicios,
,Mantenimiento Portátil Rayos XR 240 Óptima,"13.915,00 €",,"GENERAL ELECTRIC 
HEALTHCARE, S.A.",,12,Servicios,
,Mantenimiento Sonda Wprobe,"1.936,00 €",,"GENERAL EQUIPMENT FOR 
MEDICAL IMAGING, S.A. 
(ONCOVISION)",,12,Servicios,
,Mantenimiento consolas de contrapulsación,"4.537,50 €",,"GETINGE GROUP SPAIN, 
S.L.U.",,3,Servicios,
,"Arrendamiento de una mesa quirúrgica Maquet 
Otesus para el Servicio de Cirugía Ortopédica y 
Traumatología","18.077,40 €",,"GETINGE GROUP SPAIN, 
S.L.U.",,12,Suministro,
,"Arrendamiento ecógrafo de ultima generación para 
Sº Urología","15.972,00 €",,"MEDICAL NORTE, SL",,12,Suministro,
,"Servicio asistencia técnica al sistema gestion 
calidad","16.516,50 €",,"NOVOTEC CONSULTORES, 
S.A.",,12,Servicios,
,"Arrendamiento de un ecobroncoscopio para la 
Sección de Neumología","18.135,48 €",,PENTAX MEDICAL IBERICA,,12,Suministro,
,"Arrendamiento de un ecógrafo de endoscopia para 
el Servicio de Digestivo y la Sección de 
Neumología","18.133,06 €",,PENTAX MEDICAL IBERICA,,12,Suministro,
,"Mantenimiento de los SAIs del Hospital de 
Cabueñes","18.063,46 €",,"SALICRU, S.A.",,12,Servicios,
,"Servicio de mantenimiento de un equipo de 
esterilización de peróxido de hidrógeno del Área 
Sanitaria V (Modelo Sterrad)","13.794,00 €",,"SUMINISTROS MEDICOS 
EASO, S.L.",,12,Servicios,
,"Arrendamiento de una mesa de autopsias para el 
Sº de APA","14.095,58 €",,SURGIMEDIC,,12,Suministro,
,"Arrendamiento de un sistema elevador y de 
transporte para APA","3.433,98 €",,SURGIMEDIC,,12,Suministro,
,"Arrendamiento de una mesa de disección móvil 
para APA","2.032,80 €",,SURGIMEDIC,,12,Suministro,
,"Arrendamiento de un monitor de gasto cardiaco 
para la el Servicio de Anestesiología y 
Reanimación","6.534,00 €",,"VYGON, SAU",,12,Suministro,
,"Arrendamiento de un ecógrafo con destino al 
Servicio de Anestesiología y Reanimación","5.898,75 €",,"VYGON, SAU",,12,Suministro,
