NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Reparacion vehiculo 5856GTM,"648,74 €","536,15 €",ABEL RUBIO RUBIO,,15 días,SERVICIOS,
,Reparacion vehiculo 3421KSL,"392,54 €","324,41 €",ABELARDO DE ANTON FREITAS,,15 días,SERVICIOS,
,Reparacion vehiculo 5992DTF,"114,95 €","95,00 €","AUTOS NARCEA, S.L.",,15 días,SERVICIOS,
,Reparacion vehiculo 5356GJH,"491,51 €","406,21 €","AUTOS NARCEA, S.L.",,15 días,SERVICIOS,
,Agua y Basura Proaza,"240,00 €","198,35 €",AYUNTAMIENTO DE PROAZA,,anual,SERVICIOS,
,Agua y Basura Verdugos - Salas,"400,00 €","330,58 €",AYUNTAMIENTO DE SALAS,,anual,SERVICIOS,
,"Reactivos para la detección de contaminación 
microbiológica en moluscos","8.157,82 €","6.742,00 €","BIOMERIEUX ESPANA, S.A.",,Un (1) mes,SUMINISTRO,
,CCPP Local San Lázaro - Oviedo,"1.070,75 €","884,92 €",CCPP SAN LAZARO 33,,anual,SERVICIOS,
,CCPP Local Barzana de Quiros,"200,00 €","165,29 €",CCPP EDIF. CAJASTUR EN BARZANA DE QUIROS,,anual,SERVICIOS,
,Reparacion vehiculo 9417DSZ,"272,64 €","225,32 €","COMERCIO Y ASISTENCIA, S.A.",,15 días,SERVICIOS,
,Material de laboratorio,"2.272,38 €","1.878,00 €","DISMED, S.A.",,Un (1) mes,SUMINISTRO,
,Material fungible de laboratorio,"4.303,82 €","3.556,88 €","DISMED, S.A.",,Un (1) mes,SUMINISTRO,
,"Material eléctrico para los armarios de los equipos de 
esterilización","2.700,94 €","2.232,18 €","ELECTRICIDAD PRINCIPADO, S.L.",,Un (1) mes,SUMINISTRO,
,Reparacion vehiculo 3595DCH,"216,34 €","178,79 €",FERNANDO GARCIA GOMEZ,,15 días,SERVICIOS,
,Reparacion vehiculo O-7657-BV,"314,00 €","259,50 €",FERNANDO GARCIA GOMEZ,,15 días,SERVICIOS,
,Material de fontanería,"726,00 €","600,00 €","FERROS ALONSO, S.L.",,Hasta 31.12.23,SUMINISTRO,
,Reparacion vehiculo 3595DCH,"75,02 €","62,00 €",FRANCISCO ADRIÁN ALLER MENÉNDEZ,,15 días,SERVICIOS,
,Reparacion vehiculo 3434KSL,"296,45 €","245,00 €",FRANCISCO ADRIÁN ALLER MENÉNDEZ,,15 días,SERVICIOS,
,Material náutico,"968,00 €","800,00 €","JUAN G. MORAN, S.L.",,Un (1) mes,SUMINISTRO,
,"Suministro de material de oficina, limpieza y 
herramientas","605,00 €","500,00 €",LAURA PRESNO GARCIA,,Hasta 31.12.23,SUMINISTRO,
,Reparacion vehiculo 3446KSL,"334,58 €","276,51 €",MARCOS GONZALEZ GONZALEZ,,15 días,SERVICIOS,
,Reparacion vehiculo 2618LCS,"226,17 €","186,92 €",MARCOS GONZALEZ GONZALEZ,,15 días,SERVICIOS,
,Suministro de material de ferretería,"968,00 €","800,00 €","MARTIN VEGA MAQUINARIA, S.A.",,Hasta 31.12.23,SUMINISTRO,
,Reparacion vehiculo 3609DCH,"679,97 €","561,96 €","MOTOR NALON, S.L.",,15 días,SERVICIOS,
,Reparacion vehiculo 3609DCH,"248,57 €","205,43 €","MOTOR NALON, S.L.",,15 días,SERVICIOS,
,Reparacion vehiculo 3609DCH,"130,68 €","108,00 €","MOTOR NALON, S.L.",,15 días,SERVICIOS,
,Reparacion vehiculo 3609DCH,"126,76 €","104,76 €","MOTOR NALON, S.L.",,15 días,SERVICIOS,
,Reparacion vehiculo 3435KSL,"740,42 €","611,92 €","MOTOR NALON, S.L., S.L.",,15 días,SERVICIOS,
,Alarmas armeros,"6.171,00 €","5.100,00 €","NORVISE, S.L.",,anual,SERVICIOS,
,Sustitucion detector armero en Campo de Caso,"99,22 €","82,00 €","NORVISE, S.L.",,15 dias,SERVICIOS,
,"Adquisición de precintos plásticos de seguridad para el 
control de la pesquería del pulpo","1.113,20 €","920,00 €","ROYAL PACK PRODUCTOS DE SEGURIDAD, S.L.",,Dos (2) meses,SUMINISTRO,
,Agua y basura Degaña y Somiedo,"570,00 €","471,07 €","SERVICIOS TRIBUTARIOS DEL PRINCIPADO DE 
ASTURIAS",,anual,SERVICIOS,
,Reparacion vehiculo 3720KFP,"530,66 €","438,56 €","TALLER HERMANOS GONZALEZ MOTOR, S.L.",,15 días,SERVICIOS,
,Reparacion vehiculo 5486DVC,"254,10 €","210,00 €",TALLERES JUSTO BOTO DIAZ,,15 días,SERVICIOS,
,Reparacion vehiculo 3426KSL,"112,53 €","93,00 €",TALLERES JUSTO BOTO DÍAZ,,15 días,SERVICIOS,
,Reparacion vehiculo 0364BLM,"341,86 €","282,53 €","TALLERES PEMARAL, S.L.",,15 días,SERVICIOS,
