NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
SUM 35/2023/GAB,"Suministro de un cáterin para la reunión del presidente con integrantes de
CERMI","247,50 €","225,00 €","Agroalimentaria Judith, 
S.L.",B74429598,1 DÍA,Suministro,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""29/11/2023""}]"
SER 14/2023/GAB,Grabación y retrasmisión en streaming reunión Círculo de Montevideo,"3.586,44 €","2.964,00 €","Asturmedia, S.L.",B33577578,2 DÍAS,Servicio,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""19/10/2023""}]"
SUM 24/2023/GAB,Material de oficina,"550,82 €","455,22 €","Comercial 
Manuel Urones, S.L.",B33298738,15 DÍAS,Suministro,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""30/10/2023""}]"
SER 22/2023/COM,Difusión Publicitaria Premios El Comercio,"3.559,82 €","2.942,00 €","Comercializadora de 
Medios de Asturias, S.L",B33913120,1 DÍA,Servicio,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""18/09/2023""}]"
SER 31/2023/COM,"Difusión Publicataria con motivo del 75 anieversario del inicio de la 
construccion de la Universidad Laboral","3.025,00 €","2.500,00 €","Comercializadora de 
Medios de Asturias, S.L.",B33913120,1 DIA,Servicio,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""02/11/2023""}]"
SER 33/2023/COM,Patrocion del Primer Anuario del Deporte Femenino en Asturias,"7.260,00 €","6.000,00 €","Comercializadora de 
Medios de Asturias, S.L.",B33913120,1 DIA,Servicio,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""29/11/2023""}]"
SER 32/2023/COM,Difusión publicataria sobre la llegada del AVE a Asturias en Públicol.es,"7.260,00 €","6.000,00 €","Display connectors, S.L.",B65749715,15 DÍAS,Servicio,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""09/11/2023""}]"
SUM 6/2023/COM,Suministro edicion impresa del diario El País,"456,00 €","456,00 €","Ediciones El País, S.L.",b85635910,1 AÑO,Suministro,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""17/11/2023""}]"
SER 28/2023/COM,Difusión publicitaria en la Revista Saludables 2023 de la Voz de Asturias,"1.815,00 €","1.500,00 €","Ediciones Períodicas del 
Noroeste S.L.U.",B52512464,1 DIA,Servicio,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""04/10/2023""}]"
SER 36/2023/COM,Difusión publicitaria Anuario Así será 2024 La Voz de Asturias,"2.178,00 €","1.800,00 €","Ediciones Períodicas del 
Noroeste, S.L.U.",B52512464,1 DIA,Servicio,"[{""column"": ""Dirección General"", ""value"": ""PRESIDENCIA""}, {""column"": ""Fecha de adjudicación"", ""value"": ""11/12/2023""}]"
